"p","subject_id","treatment_id","scenarios","choice","endowment","A"
1571,"2019Cha026_2_517","2019Cha026_2",2,10,10,0
1572,"2019Cha026_2_517","2019Cha026_2",3,10,10,0
1573,"2019Cha026_2_517","2019Cha026_2",4,10,10,0
1574,"2019Cha026_2_517","2019Cha026_2",5,10,10,0
1575,"2019Cha026_2_517","2019Cha026_2",6,10,10,0
1576,"2019Cha026_2_517","2019Cha026_2",7,10,10,0
1577,"2019Cha026_2_517","2019Cha026_2",8,10,10,0
1578,"2019Cha026_2_517","2019Cha026_2",9,10,10,0
1579,"2019Cha026_2_517","2019Cha026_2",10,10,10,1
1580,"2019Cha026_2_518","2019Cha026_2",0,5,10,0
1581,"2019Cha026_2_518","2019Cha026_2",1,5,10,0
1582,"2019Cha026_2_518","2019Cha026_2",2,5,10,0
1583,"2019Cha026_2_518","2019Cha026_2",3,5,10,0
1584,"2019Cha026_2_518","2019Cha026_2",4,5,10,0
1585,"2019Cha026_2_518","2019Cha026_2",5,5,10,1
1586,"2019Cha026_2_518","2019Cha026_2",6,5,10,0
1587,"2019Cha026_2_518","2019Cha026_2",7,5,10,0
1588,"2019Cha026_2_518","2019Cha026_2",8,5,10,0
1589,"2019Cha026_2_518","2019Cha026_2",9,5,10,0
1590,"2019Cha026_2_518","2019Cha026_2",10,5,10,0
1591,"2019Cha026_2_519","2019Cha026_2",0,0,10,1
1592,"2019Cha026_2_519","2019Cha026_2",1,0,10,0
1593,"2019Cha026_2_519","2019Cha026_2",2,0,10,0
1594,"2019Cha026_2_519","2019Cha026_2",3,0,10,0
1595,"2019Cha026_2_519","2019Cha026_2",4,0,10,0
1596,"2019Cha026_2_519","2019Cha026_2",5,0,10,0
1597,"2019Cha026_2_519","2019Cha026_2",6,0,10,0
1598,"2019Cha026_2_519","2019Cha026_2",7,0,10,0
1599,"2019Cha026_2_519","2019Cha026_2",8,0,10,0
1600,"2019Cha026_2_519","2019Cha026_2",9,0,10,0
1601,"2019Cha026_2_519","2019Cha026_2",10,0,10,0
1602,"2019Cha026_2_520","2019Cha026_2",0,5,10,0
1603,"2019Cha026_2_520","2019Cha026_2",1,5,10,0
1604,"2019Cha026_2_520","2019Cha026_2",2,5,10,0
1605,"2019Cha026_2_520","2019Cha026_2",3,5,10,0
1606,"2019Cha026_2_520","2019Cha026_2",4,5,10,0
1607,"2019Cha026_2_520","2019Cha026_2",5,5,10,1
1608,"2019Cha026_2_520","2019Cha026_2",6,5,10,0
1609,"2019Cha026_2_520","2019Cha026_2",7,5,10,0
1610,"2019Cha026_2_520","2019Cha026_2",8,5,10,0
1611,"2019Cha026_2_520","2019Cha026_2",9,5,10,0
1612,"2019Cha026_2_520","2019Cha026_2",10,5,10,0
1613,"2019Cha026_2_521","2019Cha026_2",0,1,10,0
1614,"2019Cha026_2_521","2019Cha026_2",1,1,10,1
1615,"2019Cha026_2_521","2019Cha026_2",2,1,10,0
1616,"2019Cha026_2_521","2019Cha026_2",3,1,10,0
1617,"2019Cha026_2_521","2019Cha026_2",4,1,10,0
1618,"2019Cha026_2_521","2019Cha026_2",5,1,10,0
1619,"2019Cha026_2_521","2019Cha026_2",6,1,10,0
1620,"2019Cha026_2_521","2019Cha026_2",7,1,10,0
1621,"2019Cha026_2_521","2019Cha026_2",8,1,10,0
1622,"2019Cha026_2_521","2019Cha026_2",9,1,10,0
1623,"2019Cha026_2_521","2019Cha026_2",10,1,10,0
1624,"2019Cha026_2_522","2019Cha026_2",0,0,10,1
1625,"2019Cha026_2_522","2019Cha026_2",1,0,10,0
1626,"2019Cha026_2_522","2019Cha026_2",2,0,10,0
1627,"2019Cha026_2_522","2019Cha026_2",3,0,10,0
1628,"2019Cha026_2_522","2019Cha026_2",4,0,10,0
1629,"2019Cha026_2_522","2019Cha026_2",5,0,10,0
1630,"2019Cha026_2_522","2019Cha026_2",6,0,10,0
1631,"2019Cha026_2_522","2019Cha026_2",7,0,10,0
1632,"2019Cha026_2_522","2019Cha026_2",8,0,10,0
1633,"2019Cha026_2_522","2019Cha026_2",9,0,10,0
1634,"2019Cha026_2_522","2019Cha026_2",10,0,10,0
1635,"2019Cha026_2_523","2019Cha026_2",0,3,10,0
1636,"2019Cha026_2_523","2019Cha026_2",1,3,10,0
1637,"2019Cha026_2_523","2019Cha026_2",2,3,10,0
1638,"2019Cha026_2_523","2019Cha026_2",3,3,10,1
1639,"2019Cha026_2_523","2019Cha026_2",4,3,10,0
1640,"2019Cha026_2_523","2019Cha026_2",5,3,10,0
1641,"2019Cha026_2_523","2019Cha026_2",6,3,10,0
1642,"2019Cha026_2_523","2019Cha026_2",7,3,10,0
1643,"2019Cha026_2_523","2019Cha026_2",8,3,10,0
1644,"2019Cha026_2_523","2019Cha026_2",9,3,10,0
1645,"2019Cha026_2_523","2019Cha026_2",10,3,10,0
1646,"2019Cha026_2_524","2019Cha026_2",0,9,10,0
1647,"2019Cha026_2_524","2019Cha026_2",1,9,10,0
1648,"2019Cha026_2_524","2019Cha026_2",2,9,10,0
1649,"2019Cha026_2_524","2019Cha026_2",3,9,10,0
1650,"2019Cha026_2_524","2019Cha026_2",4,9,10,0
1651,"2019Cha026_2_524","2019Cha026_2",5,9,10,0
1652,"2019Cha026_2_524","2019Cha026_2",6,9,10,0
1653,"2019Cha026_2_524","2019Cha026_2",7,9,10,0
1654,"2019Cha026_2_524","2019Cha026_2",8,9,10,0
1655,"2019Cha026_2_524","2019Cha026_2",9,9,10,1
1656,"2019Cha026_2_524","2019Cha026_2",10,9,10,0
1657,"2019Cha026_2_525","2019Cha026_2",0,9,10,0
1658,"2019Cha026_2_525","2019Cha026_2",1,9,10,0
1659,"2019Cha026_2_525","2019Cha026_2",2,9,10,0
1660,"2019Cha026_2_525","2019Cha026_2",3,9,10,0
1661,"2019Cha026_2_525","2019Cha026_2",4,9,10,0
1662,"2019Cha026_2_525","2019Cha026_2",5,9,10,0
1663,"2019Cha026_2_525","2019Cha026_2",6,9,10,0
1664,"2019Cha026_2_525","2019Cha026_2",7,9,10,0
1665,"2019Cha026_2_525","2019Cha026_2",8,9,10,0
1666,"2019Cha026_2_525","2019Cha026_2",9,9,10,1
1667,"2019Cha026_2_525","2019Cha026_2",10,9,10,0
1668,"2019Cha026_2_526","2019Cha026_2",0,7,10,0
1669,"2019Cha026_2_526","2019Cha026_2",1,7,10,0
1670,"2019Cha026_2_526","2019Cha026_2",2,7,10,0
1671,"2019Cha026_2_526","2019Cha026_2",3,7,10,0
1672,"2019Cha026_2_526","2019Cha026_2",4,7,10,0
1673,"2019Cha026_2_526","2019Cha026_2",5,7,10,0
1674,"2019Cha026_2_526","2019Cha026_2",6,7,10,0
1675,"2019Cha026_2_526","2019Cha026_2",7,7,10,1
1676,"2019Cha026_2_526","2019Cha026_2",8,7,10,0
1677,"2019Cha026_2_526","2019Cha026_2",9,7,10,0
1678,"2019Cha026_2_526","2019Cha026_2",10,7,10,0
1679,"2019Cha026_2_527","2019Cha026_2",0,5,10,0
1680,"2019Cha026_2_527","2019Cha026_2",1,5,10,0
1681,"2019Cha026_2_527","2019Cha026_2",2,5,10,0
1682,"2019Cha026_2_527","2019Cha026_2",3,5,10,0
1683,"2019Cha026_2_527","2019Cha026_2",4,5,10,0
1684,"2019Cha026_2_527","2019Cha026_2",5,5,10,1
1685,"2019Cha026_2_527","2019Cha026_2",6,5,10,0
1686,"2019Cha026_2_527","2019Cha026_2",7,5,10,0
1687,"2019Cha026_2_527","2019Cha026_2",8,5,10,0
1688,"2019Cha026_2_527","2019Cha026_2",9,5,10,0
1689,"2019Cha026_2_527","2019Cha026_2",10,5,10,0
1690,"2019Cha026_2_528","2019Cha026_2",0,0,10,1
1691,"2019Cha026_2_528","2019Cha026_2",1,0,10,0
1692,"2019Cha026_2_528","2019Cha026_2",2,0,10,0
1693,"2019Cha026_2_528","2019Cha026_2",3,0,10,0
1694,"2019Cha026_2_528","2019Cha026_2",4,0,10,0
1695,"2019Cha026_2_528","2019Cha026_2",5,0,10,0
1696,"2019Cha026_2_528","2019Cha026_2",6,0,10,0
1697,"2019Cha026_2_528","2019Cha026_2",7,0,10,0
1698,"2019Cha026_2_528","2019Cha026_2",8,0,10,0
1699,"2019Cha026_2_528","2019Cha026_2",9,0,10,0
1700,"2019Cha026_2_528","2019Cha026_2",10,0,10,0
1701,"2019Cha026_2_529","2019Cha026_2",0,9,10,0
1702,"2019Cha026_2_529","2019Cha026_2",1,9,10,0
1703,"2019Cha026_2_529","2019Cha026_2",2,9,10,0
1704,"2019Cha026_2_529","2019Cha026_2",3,9,10,0
1705,"2019Cha026_2_529","2019Cha026_2",4,9,10,0
1706,"2019Cha026_2_529","2019Cha026_2",5,9,10,0
1707,"2019Cha026_2_529","2019Cha026_2",6,9,10,0
1708,"2019Cha026_2_529","2019Cha026_2",7,9,10,0
1709,"2019Cha026_2_529","2019Cha026_2",8,9,10,0
1710,"2019Cha026_2_529","2019Cha026_2",9,9,10,1
1711,"2019Cha026_2_529","2019Cha026_2",10,9,10,0
1712,"2019Cha026_2_530","2019Cha026_2",0,5,10,0
1713,"2019Cha026_2_530","2019Cha026_2",1,5,10,0
1714,"2019Cha026_2_530","2019Cha026_2",2,5,10,0
1715,"2019Cha026_2_530","2019Cha026_2",3,5,10,0
1716,"2019Cha026_2_530","2019Cha026_2",4,5,10,0
1717,"2019Cha026_2_530","2019Cha026_2",5,5,10,1
1718,"2019Cha026_2_530","2019Cha026_2",6,5,10,0
1719,"2019Cha026_2_530","2019Cha026_2",7,5,10,0
1720,"2019Cha026_2_530","2019Cha026_2",8,5,10,0
1721,"2019Cha026_2_530","2019Cha026_2",9,5,10,0
1722,"2019Cha026_2_530","2019Cha026_2",10,5,10,0
1723,"2019Cha026_2_531","2019Cha026_2",0,0,10,1
1724,"2019Cha026_2_531","2019Cha026_2",1,0,10,0
1725,"2019Cha026_2_531","2019Cha026_2",2,0,10,0
1726,"2019Cha026_2_531","2019Cha026_2",3,0,10,0
1727,"2019Cha026_2_531","2019Cha026_2",4,0,10,0
1728,"2019Cha026_2_531","2019Cha026_2",5,0,10,0
1729,"2019Cha026_2_531","2019Cha026_2",6,0,10,0
1730,"2019Cha026_2_531","2019Cha026_2",7,0,10,0
1731,"2019Cha026_2_531","2019Cha026_2",8,0,10,0
1732,"2019Cha026_2_531","2019Cha026_2",9,0,10,0
1733,"2019Cha026_2_531","2019Cha026_2",10,0,10,0
1734,"2019Cha026_2_532","2019Cha026_2",0,5,10,0
1735,"2019Cha026_2_532","2019Cha026_2",1,5,10,0
1736,"2019Cha026_2_532","2019Cha026_2",2,5,10,0
1737,"2019Cha026_2_532","2019Cha026_2",3,5,10,0
1738,"2019Cha026_2_532","2019Cha026_2",4,5,10,0
1739,"2019Cha026_2_532","2019Cha026_2",5,5,10,1
1740,"2019Cha026_2_532","2019Cha026_2",6,5,10,0
1741,"2019Cha026_2_532","2019Cha026_2",7,5,10,0
1742,"2019Cha026_2_532","2019Cha026_2",8,5,10,0
1743,"2019Cha026_2_532","2019Cha026_2",9,5,10,0
1744,"2019Cha026_2_532","2019Cha026_2",10,5,10,0
1745,"2019Cha026_2_533","2019Cha026_2",0,10,10,0
1746,"2019Cha026_2_533","2019Cha026_2",1,10,10,0
1747,"2019Cha026_2_533","2019Cha026_2",2,10,10,0
1748,"2019Cha026_2_533","2019Cha026_2",3,10,10,0
1749,"2019Cha026_2_533","2019Cha026_2",4,10,10,0
1750,"2019Cha026_2_533","2019Cha026_2",5,10,10,0
1751,"2019Cha026_2_533","2019Cha026_2",6,10,10,0
1752,"2019Cha026_2_533","2019Cha026_2",7,10,10,0
1753,"2019Cha026_2_533","2019Cha026_2",8,10,10,0
1754,"2019Cha026_2_533","2019Cha026_2",9,10,10,0
1755,"2019Cha026_2_533","2019Cha026_2",10,10,10,1
1756,"2019Cha026_2_534","2019Cha026_2",0,0,10,1
1757,"2019Cha026_2_534","2019Cha026_2",1,0,10,0
1758,"2019Cha026_2_534","2019Cha026_2",2,0,10,0
1759,"2019Cha026_2_534","2019Cha026_2",3,0,10,0
1760,"2019Cha026_2_534","2019Cha026_2",4,0,10,0
1761,"2019Cha026_2_534","2019Cha026_2",5,0,10,0
1762,"2019Cha026_2_534","2019Cha026_2",6,0,10,0
1763,"2019Cha026_2_534","2019Cha026_2",7,0,10,0
1764,"2019Cha026_2_534","2019Cha026_2",8,0,10,0
1765,"2019Cha026_2_534","2019Cha026_2",9,0,10,0
1766,"2019Cha026_2_534","2019Cha026_2",10,0,10,0
1767,"2019Cha026_2_535","2019Cha026_2",0,1,10,0
1768,"2019Cha026_2_535","2019Cha026_2",1,1,10,1
1769,"2019Cha026_2_535","2019Cha026_2",2,1,10,0
1770,"2019Cha026_2_535","2019Cha026_2",3,1,10,0
1771,"2019Cha026_2_535","2019Cha026_2",4,1,10,0
1772,"2019Cha026_2_535","2019Cha026_2",5,1,10,0
1773,"2019Cha026_2_535","2019Cha026_2",6,1,10,0
1774,"2019Cha026_2_535","2019Cha026_2",7,1,10,0
1775,"2019Cha026_2_535","2019Cha026_2",8,1,10,0
1776,"2019Cha026_2_535","2019Cha026_2",9,1,10,0
1777,"2019Cha026_2_535","2019Cha026_2",10,1,10,0
1778,"2019Cha026_2_536","2019Cha026_2",0,0,10,1
1779,"2019Cha026_2_536","2019Cha026_2",1,0,10,0
1780,"2019Cha026_2_536","2019Cha026_2",2,0,10,0
1781,"2019Cha026_2_536","2019Cha026_2",3,0,10,0
1782,"2019Cha026_2_536","2019Cha026_2",4,0,10,0
1783,"2019Cha026_2_536","2019Cha026_2",5,0,10,0
1784,"2019Cha026_2_536","2019Cha026_2",6,0,10,0
1785,"2019Cha026_2_536","2019Cha026_2",7,0,10,0
1786,"2019Cha026_2_536","2019Cha026_2",8,0,10,0
1787,"2019Cha026_2_536","2019Cha026_2",9,0,10,0
1788,"2019Cha026_2_536","2019Cha026_2",10,0,10,0
1789,"2019Cha026_2_537","2019Cha026_2",0,2,10,0
1790,"2019Cha026_2_537","2019Cha026_2",1,2,10,0
1791,"2019Cha026_2_537","2019Cha026_2",2,2,10,1
1792,"2019Cha026_2_537","2019Cha026_2",3,2,10,0
1793,"2019Cha026_2_537","2019Cha026_2",4,2,10,0
1794,"2019Cha026_2_537","2019Cha026_2",5,2,10,0
1795,"2019Cha026_2_537","2019Cha026_2",6,2,10,0
1796,"2019Cha026_2_537","2019Cha026_2",7,2,10,0
1797,"2019Cha026_2_537","2019Cha026_2",8,2,10,0
1798,"2019Cha026_2_537","2019Cha026_2",9,2,10,0
1799,"2019Cha026_2_537","2019Cha026_2",10,2,10,0
1800,"2019Cha026_2_538","2019Cha026_2",0,0,10,1
1801,"2019Cha026_2_538","2019Cha026_2",1,0,10,0
1802,"2019Cha026_2_538","2019Cha026_2",2,0,10,0
1803,"2019Cha026_2_538","2019Cha026_2",3,0,10,0
1804,"2019Cha026_2_538","2019Cha026_2",4,0,10,0
1805,"2019Cha026_2_538","2019Cha026_2",5,0,10,0
1806,"2019Cha026_2_538","2019Cha026_2",6,0,10,0
1807,"2019Cha026_2_538","2019Cha026_2",7,0,10,0
1808,"2019Cha026_2_538","2019Cha026_2",8,0,10,0
1809,"2019Cha026_2_538","2019Cha026_2",9,0,10,0
1810,"2019Cha026_2_538","2019Cha026_2",10,0,10,0
1811,"2019Cha026_2_539","2019Cha026_2",0,5,10,0
1812,"2019Cha026_2_539","2019Cha026_2",1,5,10,0
1813,"2019Cha026_2_539","2019Cha026_2",2,5,10,0
1814,"2019Cha026_2_539","2019Cha026_2",3,5,10,0
1815,"2019Cha026_2_539","2019Cha026_2",4,5,10,0
1816,"2019Cha026_2_539","2019Cha026_2",5,5,10,1
1817,"2019Cha026_2_539","2019Cha026_2",6,5,10,0
1818,"2019Cha026_2_539","2019Cha026_2",7,5,10,0
1819,"2019Cha026_2_539","2019Cha026_2",8,5,10,0
1820,"2019Cha026_2_539","2019Cha026_2",9,5,10,0
1821,"2019Cha026_2_539","2019Cha026_2",10,5,10,0
1822,"2019Cha026_2_540","2019Cha026_2",0,10,10,0
1823,"2019Cha026_2_540","2019Cha026_2",1,10,10,0
1824,"2019Cha026_2_540","2019Cha026_2",2,10,10,0
1825,"2019Cha026_2_540","2019Cha026_2",3,10,10,0
1826,"2019Cha026_2_540","2019Cha026_2",4,10,10,0
1827,"2019Cha026_2_540","2019Cha026_2",5,10,10,0
1828,"2019Cha026_2_540","2019Cha026_2",6,10,10,0
1829,"2019Cha026_2_540","2019Cha026_2",7,10,10,0
1830,"2019Cha026_2_540","2019Cha026_2",8,10,10,0
1831,"2019Cha026_2_540","2019Cha026_2",9,10,10,0
1832,"2019Cha026_2_540","2019Cha026_2",10,10,10,1
1833,"2019Cha026_2_541","2019Cha026_2",0,0,10,1
1834,"2019Cha026_2_541","2019Cha026_2",1,0,10,0
1835,"2019Cha026_2_541","2019Cha026_2",2,0,10,0
1836,"2019Cha026_2_541","2019Cha026_2",3,0,10,0
1837,"2019Cha026_2_541","2019Cha026_2",4,0,10,0
1838,"2019Cha026_2_541","2019Cha026_2",5,0,10,0
1839,"2019Cha026_2_541","2019Cha026_2",6,0,10,0
1840,"2019Cha026_2_541","2019Cha026_2",7,0,10,0
1841,"2019Cha026_2_541","2019Cha026_2",8,0,10,0
1842,"2019Cha026_2_541","2019Cha026_2",9,0,10,0
1843,"2019Cha026_2_541","2019Cha026_2",10,0,10,0
1844,"2019Cha026_2_542","2019Cha026_2",0,5,10,0
1845,"2019Cha026_2_542","2019Cha026_2",1,5,10,0
1846,"2019Cha026_2_542","2019Cha026_2",2,5,10,0
1847,"2019Cha026_2_542","2019Cha026_2",3,5,10,0
1848,"2019Cha026_2_542","2019Cha026_2",4,5,10,0
1849,"2019Cha026_2_542","2019Cha026_2",5,5,10,1
1850,"2019Cha026_2_542","2019Cha026_2",6,5,10,0
1851,"2019Cha026_2_542","2019Cha026_2",7,5,10,0
1852,"2019Cha026_2_542","2019Cha026_2",8,5,10,0
1853,"2019Cha026_2_542","2019Cha026_2",9,5,10,0
1854,"2019Cha026_2_542","2019Cha026_2",10,5,10,0
1855,"2019Cha026_2_543","2019Cha026_2",0,0,10,1
1856,"2019Cha026_2_543","2019Cha026_2",1,0,10,0
1857,"2019Cha026_2_543","2019Cha026_2",2,0,10,0
1858,"2019Cha026_2_543","2019Cha026_2",3,0,10,0
1859,"2019Cha026_2_543","2019Cha026_2",4,0,10,0
1860,"2019Cha026_2_543","2019Cha026_2",5,0,10,0
1861,"2019Cha026_2_543","2019Cha026_2",6,0,10,0
1862,"2019Cha026_2_543","2019Cha026_2",7,0,10,0
1863,"2019Cha026_2_543","2019Cha026_2",8,0,10,0
1864,"2019Cha026_2_543","2019Cha026_2",9,0,10,0
1865,"2019Cha026_2_543","2019Cha026_2",10,0,10,0
1866,"2019Cha026_2_544","2019Cha026_2",0,3,10,0
1867,"2019Cha026_2_544","2019Cha026_2",1,3,10,0
1868,"2019Cha026_2_544","2019Cha026_2",2,3,10,0
1869,"2019Cha026_2_544","2019Cha026_2",3,3,10,1
1870,"2019Cha026_2_544","2019Cha026_2",4,3,10,0
1871,"2019Cha026_2_544","2019Cha026_2",5,3,10,0
1872,"2019Cha026_2_544","2019Cha026_2",6,3,10,0
1873,"2019Cha026_2_544","2019Cha026_2",7,3,10,0
1874,"2019Cha026_2_544","2019Cha026_2",8,3,10,0
1875,"2019Cha026_2_544","2019Cha026_2",9,3,10,0
1876,"2019Cha026_2_544","2019Cha026_2",10,3,10,0
1877,"2019Cha026_2_545","2019Cha026_2",0,10,10,0
1878,"2019Cha026_2_545","2019Cha026_2",1,10,10,0
1879,"2019Cha026_2_545","2019Cha026_2",2,10,10,0
1880,"2019Cha026_2_545","2019Cha026_2",3,10,10,0
1881,"2019Cha026_2_545","2019Cha026_2",4,10,10,0
1882,"2019Cha026_2_545","2019Cha026_2",5,10,10,0
1883,"2019Cha026_2_545","2019Cha026_2",6,10,10,0
1884,"2019Cha026_2_545","2019Cha026_2",7,10,10,0
1885,"2019Cha026_2_545","2019Cha026_2",8,10,10,0
1886,"2019Cha026_2_545","2019Cha026_2",9,10,10,0
1887,"2019Cha026_2_545","2019Cha026_2",10,10,10,1
1888,"2019Cha026_2_546","2019Cha026_2",0,3,10,0
1889,"2019Cha026_2_546","2019Cha026_2",1,3,10,0
1890,"2019Cha026_2_546","2019Cha026_2",2,3,10,0
1891,"2019Cha026_2_546","2019Cha026_2",3,3,10,1
1892,"2019Cha026_2_546","2019Cha026_2",4,3,10,0
1893,"2019Cha026_2_546","2019Cha026_2",5,3,10,0
1894,"2019Cha026_2_546","2019Cha026_2",6,3,10,0
1895,"2019Cha026_2_546","2019Cha026_2",7,3,10,0
1896,"2019Cha026_2_546","2019Cha026_2",8,3,10,0
1897,"2019Cha026_2_546","2019Cha026_2",9,3,10,0
1898,"2019Cha026_2_546","2019Cha026_2",10,3,10,0
1899,"2019Cha026_2_547","2019Cha026_2",0,5,10,0
1900,"2019Cha026_2_547","2019Cha026_2",1,5,10,0
1901,"2019Cha026_2_547","2019Cha026_2",2,5,10,0
1902,"2019Cha026_2_547","2019Cha026_2",3,5,10,0
1903,"2019Cha026_2_547","2019Cha026_2",4,5,10,0
1904,"2019Cha026_2_547","2019Cha026_2",5,5,10,1
1905,"2019Cha026_2_547","2019Cha026_2",6,5,10,0
1906,"2019Cha026_2_547","2019Cha026_2",7,5,10,0
1907,"2019Cha026_2_547","2019Cha026_2",8,5,10,0
1908,"2019Cha026_2_547","2019Cha026_2",9,5,10,0
1909,"2019Cha026_2_547","2019Cha026_2",10,5,10,0
1910,"2019Cha026_2_548","2019Cha026_2",0,5,10,0
1911,"2019Cha026_2_548","2019Cha026_2",1,5,10,0
1912,"2019Cha026_2_548","2019Cha026_2",2,5,10,0
1913,"2019Cha026_2_548","2019Cha026_2",3,5,10,0
1914,"2019Cha026_2_548","2019Cha026_2",4,5,10,0
1915,"2019Cha026_2_548","2019Cha026_2",5,5,10,1
1916,"2019Cha026_2_548","2019Cha026_2",6,5,10,0
1917,"2019Cha026_2_548","2019Cha026_2",7,5,10,0
1918,"2019Cha026_2_548","2019Cha026_2",8,5,10,0
1919,"2019Cha026_2_548","2019Cha026_2",9,5,10,0
1920,"2019Cha026_2_548","2019Cha026_2",10,5,10,0
1921,"2019Cha026_2_549","2019Cha026_2",0,5,10,0
1922,"2019Cha026_2_549","2019Cha026_2",1,5,10,0
1923,"2019Cha026_2_549","2019Cha026_2",2,5,10,0
1924,"2019Cha026_2_549","2019Cha026_2",3,5,10,0
1925,"2019Cha026_2_549","2019Cha026_2",4,5,10,0
1926,"2019Cha026_2_549","2019Cha026_2",5,5,10,1
1927,"2019Cha026_2_549","2019Cha026_2",6,5,10,0
1928,"2019Cha026_2_549","2019Cha026_2",7,5,10,0
1929,"2019Cha026_2_549","2019Cha026_2",8,5,10,0
1930,"2019Cha026_2_549","2019Cha026_2",9,5,10,0
1931,"2019Cha026_2_549","2019Cha026_2",10,5,10,0
1932,"2019Cha026_2_550","2019Cha026_2",0,5,10,0
1933,"2019Cha026_2_550","2019Cha026_2",1,5,10,0
1934,"2019Cha026_2_550","2019Cha026_2",2,5,10,0
1935,"2019Cha026_2_550","2019Cha026_2",3,5,10,0
1936,"2019Cha026_2_550","2019Cha026_2",4,5,10,0
1937,"2019Cha026_2_550","2019Cha026_2",5,5,10,1
1938,"2019Cha026_2_550","2019Cha026_2",6,5,10,0
1939,"2019Cha026_2_550","2019Cha026_2",7,5,10,0
1940,"2019Cha026_2_550","2019Cha026_2",8,5,10,0
1941,"2019Cha026_2_550","2019Cha026_2",9,5,10,0
1942,"2019Cha026_2_550","2019Cha026_2",10,5,10,0
1943,"2019Cha026_2_551","2019Cha026_2",0,4,10,0
1944,"2019Cha026_2_551","2019Cha026_2",1,4,10,0
1945,"2019Cha026_2_551","2019Cha026_2",2,4,10,0
1946,"2019Cha026_2_551","2019Cha026_2",3,4,10,0
1947,"2019Cha026_2_551","2019Cha026_2",4,4,10,1
1948,"2019Cha026_2_551","2019Cha026_2",5,4,10,0
1949,"2019Cha026_2_551","2019Cha026_2",6,4,10,0
1950,"2019Cha026_2_551","2019Cha026_2",7,4,10,0
1951,"2019Cha026_2_551","2019Cha026_2",8,4,10,0
1952,"2019Cha026_2_551","2019Cha026_2",9,4,10,0
1953,"2019Cha026_2_551","2019Cha026_2",10,4,10,0
1954,"2019Cha026_2_552","2019Cha026_2",0,4,10,0
1955,"2019Cha026_2_552","2019Cha026_2",1,4,10,0
1956,"2019Cha026_2_552","2019Cha026_2",2,4,10,0
1957,"2019Cha026_2_552","2019Cha026_2",3,4,10,0
1958,"2019Cha026_2_552","2019Cha026_2",4,4,10,1
1959,"2019Cha026_2_552","2019Cha026_2",5,4,10,0
1960,"2019Cha026_2_552","2019Cha026_2",6,4,10,0
1961,"2019Cha026_2_552","2019Cha026_2",7,4,10,0
1962,"2019Cha026_2_552","2019Cha026_2",8,4,10,0
1963,"2019Cha026_2_552","2019Cha026_2",9,4,10,0
1964,"2019Cha026_2_552","2019Cha026_2",10,4,10,0
1965,"2019Cha026_2_553","2019Cha026_2",0,0,10,1
1966,"2019Cha026_2_553","2019Cha026_2",1,0,10,0
1967,"2019Cha026_2_553","2019Cha026_2",2,0,10,0
1968,"2019Cha026_2_553","2019Cha026_2",3,0,10,0
1969,"2019Cha026_2_553","2019Cha026_2",4,0,10,0
1970,"2019Cha026_2_553","2019Cha026_2",5,0,10,0
1971,"2019Cha026_2_553","2019Cha026_2",6,0,10,0
1972,"2019Cha026_2_553","2019Cha026_2",7,0,10,0
1973,"2019Cha026_2_553","2019Cha026_2",8,0,10,0
1974,"2019Cha026_2_553","2019Cha026_2",9,0,10,0
1975,"2019Cha026_2_553","2019Cha026_2",10,0,10,0
1976,"2019Cha026_2_554","2019Cha026_2",0,6,10,0
1977,"2019Cha026_2_554","2019Cha026_2",1,6,10,0
1978,"2019Cha026_2_554","2019Cha026_2",2,6,10,0
1979,"2019Cha026_2_554","2019Cha026_2",3,6,10,0
1980,"2019Cha026_2_554","2019Cha026_2",4,6,10,0
1981,"2019Cha026_2_554","2019Cha026_2",5,6,10,0
1982,"2019Cha026_2_554","2019Cha026_2",6,6,10,1
1983,"2019Cha026_2_554","2019Cha026_2",7,6,10,0
1984,"2019Cha026_2_554","2019Cha026_2",8,6,10,0
1985,"2019Cha026_2_554","2019Cha026_2",9,6,10,0
1986,"2019Cha026_2_554","2019Cha026_2",10,6,10,0
1987,"2019Cha026_2_555","2019Cha026_2",0,5,10,0
1988,"2019Cha026_2_555","2019Cha026_2",1,5,10,0
1989,"2019Cha026_2_555","2019Cha026_2",2,5,10,0
1990,"2019Cha026_2_555","2019Cha026_2",3,5,10,0
1991,"2019Cha026_2_555","2019Cha026_2",4,5,10,0
1992,"2019Cha026_2_555","2019Cha026_2",5,5,10,1
1993,"2019Cha026_2_555","2019Cha026_2",6,5,10,0
1994,"2019Cha026_2_555","2019Cha026_2",7,5,10,0
1995,"2019Cha026_2_555","2019Cha026_2",8,5,10,0
1996,"2019Cha026_2_555","2019Cha026_2",9,5,10,0
1997,"2019Cha026_2_555","2019Cha026_2",10,5,10,0
1998,"2019Cha026_2_556","2019Cha026_2",0,0,10,1
1999,"2019Cha026_2_556","2019Cha026_2",1,0,10,0
2000,"2019Cha026_2_556","2019Cha026_2",2,0,10,0
2001,"2019Cha026_2_556","2019Cha026_2",3,0,10,0
2002,"2019Cha026_2_556","2019Cha026_2",4,0,10,0
2003,"2019Cha026_2_556","2019Cha026_2",5,0,10,0
2004,"2019Cha026_2_556","2019Cha026_2",6,0,10,0
2005,"2019Cha026_2_556","2019Cha026_2",7,0,10,0
2006,"2019Cha026_2_556","2019Cha026_2",8,0,10,0
