"subject_id","scenarios","treatment_id","paper_id","p","choice","endowment","A","gender","age","Design","KW_score"
"2020Bas115_1a_epso27",3,"2020Bas115_1a","2020Bas115",3103,3,10,1,0,28,"Within",-0.3
"2020Bas115_1a_epso27",4,"2020Bas115_1a","2020Bas115",3104,3,10,0,0,28,"Within",0.6
"2020Bas115_1a_epso27",5,"2020Bas115_1a","2020Bas115",3105,3,10,0,0,28,"Within",1
"2020Bas115_1a_epso27",6,"2020Bas115_1a","2020Bas115",3106,3,10,0,0,28,"Within",0.6
"2020Bas115_1a_epso27",7,"2020Bas115_1a","2020Bas115",3107,3,10,0,0,28,"Within",-0.3
"2020Bas115_1a_epso27",8,"2020Bas115_1a","2020Bas115",3108,3,10,0,0,28,"Within",-0.6
"2020Bas115_1a_epso27",9,"2020Bas115_1a","2020Bas115",3109,3,10,0,0,28,"Within",-1
"2020Bas115_1a_epso27",10,"2020Bas115_1a","2020Bas115",3110,3,10,0,0,28,"Within",-1
"2020Bas115_1a_eqke26",0,"2020Bas115_1a","2020Bas115",3111,4,10,0,1,19,"Within",-1
"2020Bas115_1a_eqke26",1,"2020Bas115_1a","2020Bas115",3112,4,10,0,1,19,"Within",-1
"2020Bas115_1a_eqke26",2,"2020Bas115_1a","2020Bas115",3113,4,10,0,1,19,"Within",-0.6
"2020Bas115_1a_eqke26",3,"2020Bas115_1a","2020Bas115",3114,4,10,0,1,19,"Within",-0.3
"2020Bas115_1a_eqke26",4,"2020Bas115_1a","2020Bas115",3115,4,10,1,1,19,"Within",0.3
"2020Bas115_1a_eqke26",5,"2020Bas115_1a","2020Bas115",3116,4,10,0,1,19,"Within",0.6
"2020Bas115_1a_eqke26",6,"2020Bas115_1a","2020Bas115",3117,4,10,0,1,19,"Within",1
"2020Bas115_1a_eqke26",7,"2020Bas115_1a","2020Bas115",3118,4,10,0,1,19,"Within",1
"2020Bas115_1a_eqke26",8,"2020Bas115_1a","2020Bas115",3119,4,10,0,1,19,"Within",1
"2020Bas115_1a_eqke26",9,"2020Bas115_1a","2020Bas115",3120,4,10,0,1,19,"Within",1
"2020Bas115_1a_eqke26",10,"2020Bas115_1a","2020Bas115",3121,4,10,0,1,19,"Within",1
"2020Bas115_1a_ermo30",0,"2020Bas115_1a","2020Bas115",3122,4,10,0,0,36,"Within",-1
"2020Bas115_1a_ermo30",1,"2020Bas115_1a","2020Bas115",3123,4,10,0,0,36,"Within",-0.6
"2020Bas115_1a_ermo30",2,"2020Bas115_1a","2020Bas115",3124,4,10,0,0,36,"Within",-0.3
"2020Bas115_1a_ermo30",3,"2020Bas115_1a","2020Bas115",3125,4,10,0,0,36,"Within",0.3
"2020Bas115_1a_ermo30",4,"2020Bas115_1a","2020Bas115",3126,4,10,1,0,36,"Within",0.6
"2020Bas115_1a_ermo30",5,"2020Bas115_1a","2020Bas115",3127,4,10,0,0,36,"Within",0.6
"2020Bas115_1a_ermo30",6,"2020Bas115_1a","2020Bas115",3128,4,10,0,0,36,"Within",1
"2020Bas115_1a_ermo30",7,"2020Bas115_1a","2020Bas115",3129,4,10,0,0,36,"Within",0.6
"2020Bas115_1a_ermo30",8,"2020Bas115_1a","2020Bas115",3130,4,10,0,0,36,"Within",0.6
"2020Bas115_1a_ermo30",9,"2020Bas115_1a","2020Bas115",3131,4,10,0,0,36,"Within",0.3
"2020Bas115_1a_ermo30",10,"2020Bas115_1a","2020Bas115",3132,4,10,0,0,36,"Within",0.3
"2020Bas115_1a_esaa28",0,"2020Bas115_1a","2020Bas115",3133,5,10,0,0,29,"Within",-1
"2020Bas115_1a_esaa28",1,"2020Bas115_1a","2020Bas115",3134,5,10,0,0,29,"Within",-1
"2020Bas115_1a_esaa28",2,"2020Bas115_1a","2020Bas115",3135,5,10,0,0,29,"Within",-0.6
"2020Bas115_1a_esaa28",3,"2020Bas115_1a","2020Bas115",3136,5,10,0,0,29,"Within",-0.3
"2020Bas115_1a_esaa28",4,"2020Bas115_1a","2020Bas115",3137,5,10,0,0,29,"Within",0.6
"2020Bas115_1a_esaa28",5,"2020Bas115_1a","2020Bas115",3138,5,10,1,0,29,"Within",1
"2020Bas115_1a_esaa28",6,"2020Bas115_1a","2020Bas115",3139,5,10,0,0,29,"Within",0.3
"2020Bas115_1a_esaa28",7,"2020Bas115_1a","2020Bas115",3140,5,10,0,0,29,"Within",-0.3
"2020Bas115_1a_esaa28",8,"2020Bas115_1a","2020Bas115",3141,5,10,0,0,29,"Within",-0.6
"2020Bas115_1a_esaa28",9,"2020Bas115_1a","2020Bas115",3142,5,10,0,0,29,"Within",-1
"2020Bas115_1a_esaa28",10,"2020Bas115_1a","2020Bas115",3143,5,10,0,0,29,"Within",-1
"2020Bas115_1a_hamo15",0,"2020Bas115_1a","2020Bas115",3144,5,10,0,1,22,"Within",-1
"2020Bas115_1a_hamo15",1,"2020Bas115_1a","2020Bas115",3145,5,10,0,1,22,"Within",-1
"2020Bas115_1a_hamo15",2,"2020Bas115_1a","2020Bas115",3146,5,10,0,1,22,"Within",-1
"2020Bas115_1a_hamo15",3,"2020Bas115_1a","2020Bas115",3147,5,10,0,1,22,"Within",-0.6
"2020Bas115_1a_hamo15",4,"2020Bas115_1a","2020Bas115",3148,5,10,0,1,22,"Within",-0.3
"2020Bas115_1a_hamo15",5,"2020Bas115_1a","2020Bas115",3149,5,10,1,1,22,"Within",1
"2020Bas115_1a_hamo15",6,"2020Bas115_1a","2020Bas115",3150,5,10,0,1,22,"Within",1
"2020Bas115_1a_hamo15",7,"2020Bas115_1a","2020Bas115",3151,5,10,0,1,22,"Within",0.6
"2020Bas115_1a_hamo15",8,"2020Bas115_1a","2020Bas115",3152,5,10,0,1,22,"Within",0.3
"2020Bas115_1a_hamo15",9,"2020Bas115_1a","2020Bas115",3153,5,10,0,1,22,"Within",0.3
"2020Bas115_1a_hamo15",10,"2020Bas115_1a","2020Bas115",3154,5,10,0,1,22,"Within",0.3
"2020Bas115_1a_hdbu25",0,"2020Bas115_1a","2020Bas115",3155,0,10,1,0,23,"Within",-0.6
"2020Bas115_1a_hdbu25",1,"2020Bas115_1a","2020Bas115",3156,0,10,0,0,23,"Within",-0.3
"2020Bas115_1a_hdbu25",2,"2020Bas115_1a","2020Bas115",3157,0,10,0,0,23,"Within",0.3
"2020Bas115_1a_hdbu25",3,"2020Bas115_1a","2020Bas115",3158,0,10,0,0,23,"Within",0.3
"2020Bas115_1a_hdbu25",4,"2020Bas115_1a","2020Bas115",3159,0,10,0,0,23,"Within",0.6
"2020Bas115_1a_hdbu25",5,"2020Bas115_1a","2020Bas115",3160,0,10,0,0,23,"Within",1
"2020Bas115_1a_hdbu25",6,"2020Bas115_1a","2020Bas115",3161,0,10,0,0,23,"Within",1
"2020Bas115_1a_hdbu25",7,"2020Bas115_1a","2020Bas115",3162,0,10,0,0,23,"Within",1
"2020Bas115_1a_hdbu25",8,"2020Bas115_1a","2020Bas115",3163,0,10,0,0,23,"Within",1
"2020Bas115_1a_hdbu25",9,"2020Bas115_1a","2020Bas115",3164,0,10,0,0,23,"Within",1
"2020Bas115_1a_hdbu25",10,"2020Bas115_1a","2020Bas115",3165,0,10,0,0,23,"Within",1
"2020Bas115_1a_hdgs17",0,"2020Bas115_1a","2020Bas115",3166,5,10,0,0,50,"Within",-1
"2020Bas115_1a_hdgs17",1,"2020Bas115_1a","2020Bas115",3167,5,10,0,0,50,"Within",-1
"2020Bas115_1a_hdgs17",2,"2020Bas115_1a","2020Bas115",3168,5,10,0,0,50,"Within",-1
"2020Bas115_1a_hdgs17",3,"2020Bas115_1a","2020Bas115",3169,5,10,0,0,50,"Within",-0.6
"2020Bas115_1a_hdgs17",4,"2020Bas115_1a","2020Bas115",3170,5,10,0,0,50,"Within",-0.3
"2020Bas115_1a_hdgs17",5,"2020Bas115_1a","2020Bas115",3171,5,10,1,0,50,"Within",1
"2020Bas115_1a_hdgs17",6,"2020Bas115_1a","2020Bas115",3172,5,10,0,0,50,"Within",-1
"2020Bas115_1a_hdgs17",7,"2020Bas115_1a","2020Bas115",3173,5,10,0,0,50,"Within",-1
"2020Bas115_1a_hdgs17",8,"2020Bas115_1a","2020Bas115",3174,5,10,0,0,50,"Within",-1
"2020Bas115_1a_hdgs17",9,"2020Bas115_1a","2020Bas115",3175,5,10,0,0,50,"Within",-1
"2020Bas115_1a_hdgs17",10,"2020Bas115_1a","2020Bas115",3176,5,10,0,0,50,"Within",-1
"2020Bas115_1a_herr04",0,"2020Bas115_1a","2020Bas115",3177,5,10,0,1,24,"Within",-1
"2020Bas115_1a_herr04",1,"2020Bas115_1a","2020Bas115",3178,5,10,0,1,24,"Within",-0.6
"2020Bas115_1a_herr04",2,"2020Bas115_1a","2020Bas115",3179,5,10,0,1,24,"Within",-0.3
"2020Bas115_1a_herr04",3,"2020Bas115_1a","2020Bas115",3180,5,10,0,1,24,"Within",0.3
"2020Bas115_1a_herr04",4,"2020Bas115_1a","2020Bas115",3181,5,10,0,1,24,"Within",0.3
"2020Bas115_1a_herr04",5,"2020Bas115_1a","2020Bas115",3182,5,10,1,1,24,"Within",0.6
"2020Bas115_1a_herr04",6,"2020Bas115_1a","2020Bas115",3183,5,10,0,1,24,"Within",0.3
"2020Bas115_1a_herr04",7,"2020Bas115_1a","2020Bas115",3184,5,10,0,1,24,"Within",-0.3
"2020Bas115_1a_herr04",8,"2020Bas115_1a","2020Bas115",3185,5,10,0,1,24,"Within",-0.6
"2020Bas115_1a_herr04",9,"2020Bas115_1a","2020Bas115",3186,5,10,0,1,24,"Within",-0.6
"2020Bas115_1a_herr04",10,"2020Bas115_1a","2020Bas115",3187,5,10,0,1,24,"Within",-1
"2020Bas115_1a_hewr16",0,"2020Bas115_1a","2020Bas115",3188,5,10,0,0,33,"Within",-0.6
"2020Bas115_1a_hewr16",1,"2020Bas115_1a","2020Bas115",3189,5,10,0,0,33,"Within",-0.6
"2020Bas115_1a_hewr16",2,"2020Bas115_1a","2020Bas115",3190,5,10,0,0,33,"Within",-0.6
"2020Bas115_1a_hewr16",3,"2020Bas115_1a","2020Bas115",3191,5,10,0,0,33,"Within",0.6
"2020Bas115_1a_hewr16",4,"2020Bas115_1a","2020Bas115",3192,5,10,0,0,33,"Within",0.6
"2020Bas115_1a_hewr16",5,"2020Bas115_1a","2020Bas115",3193,5,10,1,0,33,"Within",0.6
"2020Bas115_1a_hewr16",6,"2020Bas115_1a","2020Bas115",3194,5,10,0,0,33,"Within",-0.6
"2020Bas115_1a_hewr16",7,"2020Bas115_1a","2020Bas115",3195,5,10,0,0,33,"Within",-0.6
"2020Bas115_1a_hewr16",8,"2020Bas115_1a","2020Bas115",3196,5,10,0,0,33,"Within",-0.6
"2020Bas115_1a_hewr16",9,"2020Bas115_1a","2020Bas115",3197,5,10,0,0,33,"Within",-0.6
"2020Bas115_1a_hewr16",10,"2020Bas115_1a","2020Bas115",3198,5,10,0,0,33,"Within",-0.6
"2020Bas115_1a_hgjh12",0,"2020Bas115_1a","2020Bas115",3199,5,10,0,0,29,"Within",-1
"2020Bas115_1a_hgjh12",1,"2020Bas115_1a","2020Bas115",3200,5,10,0,0,29,"Within",-0.6
"2020Bas115_1a_hgjh12",2,"2020Bas115_1a","2020Bas115",3201,5,10,0,0,29,"Within",-0.6
"2020Bas115_1a_hgjh12",3,"2020Bas115_1a","2020Bas115",3202,5,10,0,0,29,"Within",-0.3
"2020Bas115_1a_hgjh12",4,"2020Bas115_1a","2020Bas115",3203,5,10,0,0,29,"Within",0.3
"2020Bas115_1a_hgjh12",5,"2020Bas115_1a","2020Bas115",3204,5,10,1,0,29,"Within",1
"2020Bas115_1a_hgjh12",6,"2020Bas115_1a","2020Bas115",3205,5,10,0,0,29,"Within",-0.3
"2020Bas115_1a_hgjh12",7,"2020Bas115_1a","2020Bas115",3206,5,10,0,0,29,"Within",-0.6
"2020Bas115_1a_hgjh12",8,"2020Bas115_1a","2020Bas115",3207,5,10,0,0,29,"Within",-1
"2020Bas115_1a_hgjh12",9,"2020Bas115_1a","2020Bas115",3208,5,10,0,0,29,"Within",-1
"2020Bas115_1a_hgjh12",10,"2020Bas115_1a","2020Bas115",3209,5,10,0,0,29,"Within",-1
"2020Bas115_1a_hhvo24",0,"2020Bas115_1a","2020Bas115",3210,5,10,0,0,26,"Within",-1
"2020Bas115_1a_hhvo24",1,"2020Bas115_1a","2020Bas115",3211,5,10,0,0,26,"Within",-1
"2020Bas115_1a_hhvo24",2,"2020Bas115_1a","2020Bas115",3212,5,10,0,0,26,"Within",-0.6
"2020Bas115_1a_hhvo24",3,"2020Bas115_1a","2020Bas115",3213,5,10,0,0,26,"Within",-0.3
"2020Bas115_1a_hhvo24",4,"2020Bas115_1a","2020Bas115",3214,5,10,0,0,26,"Within",-0.3
"2020Bas115_1a_hhvo24",5,"2020Bas115_1a","2020Bas115",3215,5,10,1,0,26,"Within",1
"2020Bas115_1a_hhvo24",6,"2020Bas115_1a","2020Bas115",3216,5,10,0,0,26,"Within",0.6
"2020Bas115_1a_hhvo24",7,"2020Bas115_1a","2020Bas115",3217,5,10,0,0,26,"Within",0.3
"2020Bas115_1a_hhvo24",8,"2020Bas115_1a","2020Bas115",3218,5,10,0,0,26,"Within",0.3
"2020Bas115_1a_hhvo24",9,"2020Bas115_1a","2020Bas115",3219,5,10,0,0,26,"Within",0.3
"2020Bas115_1a_hhvo24",10,"2020Bas115_1a","2020Bas115",3220,5,10,0,0,26,"Within",0.3
"2020Bas115_1a_hiro05",0,"2020Bas115_1a","2020Bas115",3221,5,10,0,1,20,"Within",-1
"2020Bas115_1a_hiro05",1,"2020Bas115_1a","2020Bas115",3222,5,10,0,1,20,"Within",-1
"2020Bas115_1a_hiro05",2,"2020Bas115_1a","2020Bas115",3223,5,10,0,1,20,"Within",-1
"2020Bas115_1a_hiro05",3,"2020Bas115_1a","2020Bas115",3224,5,10,0,1,20,"Within",0.3
"2020Bas115_1a_hiro05",4,"2020Bas115_1a","2020Bas115",3225,5,10,0,1,20,"Within",1
"2020Bas115_1a_hiro05",5,"2020Bas115_1a","2020Bas115",3226,5,10,1,1,20,"Within",1
"2020Bas115_1a_hiro05",6,"2020Bas115_1a","2020Bas115",3227,5,10,0,1,20,"Within",0.6
"2020Bas115_1a_hiro05",7,"2020Bas115_1a","2020Bas115",3228,5,10,0,1,20,"Within",0.3
"2020Bas115_1a_hiro05",8,"2020Bas115_1a","2020Bas115",3229,5,10,0,1,20,"Within",0.3
"2020Bas115_1a_hiro05",9,"2020Bas115_1a","2020Bas115",3230,5,10,0,1,20,"Within",0.3
"2020Bas115_1a_hiro05",10,"2020Bas115_1a","2020Bas115",3231,5,10,0,1,20,"Within",0.3
"2020Bas115_1a_hkmo04",0,"2020Bas115_1a","2020Bas115",3232,5,10,0,1,22,"Within",-1
"2020Bas115_1a_hkmo04",1,"2020Bas115_1a","2020Bas115",3233,5,10,0,1,22,"Within",-0.6
"2020Bas115_1a_hkmo04",2,"2020Bas115_1a","2020Bas115",3234,5,10,0,1,22,"Within",-0.3
"2020Bas115_1a_hkmo04",3,"2020Bas115_1a","2020Bas115",3235,5,10,0,1,22,"Within",0.3
"2020Bas115_1a_hkmo04",4,"2020Bas115_1a","2020Bas115",3236,5,10,0,1,22,"Within",0.6
"2020Bas115_1a_hkmo04",5,"2020Bas115_1a","2020Bas115",3237,5,10,1,1,22,"Within",1
"2020Bas115_1a_hkmo04",6,"2020Bas115_1a","2020Bas115",3238,5,10,0,1,22,"Within",0.6
"2020Bas115_1a_hkmo04",7,"2020Bas115_1a","2020Bas115",3239,5,10,0,1,22,"Within",0.3
"2020Bas115_1a_hkmo04",8,"2020Bas115_1a","2020Bas115",3240,5,10,0,1,22,"Within",0.3
"2020Bas115_1a_hkmo04",9,"2020Bas115_1a","2020Bas115",3241,5,10,0,1,22,"Within",0.3
"2020Bas115_1a_hkmo04",10,"2020Bas115_1a","2020Bas115",3242,5,10,0,1,22,"Within",0.3
"2020Bas115_1a_hkui11",0,"2020Bas115_1a","2020Bas115",3243,5,10,0,0,22,"Within",-1
"2020Bas115_1a_hkui11",1,"2020Bas115_1a","2020Bas115",3244,5,10,0,0,22,"Within",-0.6
"2020Bas115_1a_hkui11",2,"2020Bas115_1a","2020Bas115",3245,5,10,0,0,22,"Within",-0.3
"2020Bas115_1a_hkui11",3,"2020Bas115_1a","2020Bas115",3246,5,10,0,0,22,"Within",0.6
"2020Bas115_1a_hkui11",4,"2020Bas115_1a","2020Bas115",3247,5,10,0,0,22,"Within",0.6
"2020Bas115_1a_hkui11",5,"2020Bas115_1a","2020Bas115",3248,5,10,1,0,22,"Within",0.3
"2020Bas115_1a_hkui11",6,"2020Bas115_1a","2020Bas115",3249,5,10,0,0,22,"Within",0.3
"2020Bas115_1a_hkui11",7,"2020Bas115_1a","2020Bas115",3250,5,10,0,0,22,"Within",-0.3
"2020Bas115_1a_hkui11",8,"2020Bas115_1a","2020Bas115",3251,5,10,0,0,22,"Within",-0.6
"2020Bas115_1a_hkui11",9,"2020Bas115_1a","2020Bas115",3252,5,10,0,0,22,"Within",-1
"2020Bas115_1a_hkui11",10,"2020Bas115_1a","2020Bas115",3253,5,10,0,0,22,"Within",-1
"2020Bas115_1a_hlwu17",0,"2020Bas115_1a","2020Bas115",3254,5,10,0,0,24,"Within",-1
"2020Bas115_1a_hlwu17",1,"2020Bas115_1a","2020Bas115",3255,5,10,0,0,24,"Within",-1
"2020Bas115_1a_hlwu17",2,"2020Bas115_1a","2020Bas115",3256,5,10,0,0,24,"Within",-1
"2020Bas115_1a_hlwu17",3,"2020Bas115_1a","2020Bas115",3257,5,10,0,0,24,"Within",-0.6
"2020Bas115_1a_hlwu17",4,"2020Bas115_1a","2020Bas115",3258,5,10,0,0,24,"Within",-0.3
"2020Bas115_1a_hlwu17",5,"2020Bas115_1a","2020Bas115",3259,5,10,1,0,24,"Within",1
"2020Bas115_1a_hlwu17",6,"2020Bas115_1a","2020Bas115",3260,5,10,0,0,24,"Within",-0.6
"2020Bas115_1a_hlwu17",7,"2020Bas115_1a","2020Bas115",3261,5,10,0,0,24,"Within",-1
"2020Bas115_1a_hlwu17",8,"2020Bas115_1a","2020Bas115",3262,5,10,0,0,24,"Within",-1
"2020Bas115_1a_hlwu17",9,"2020Bas115_1a","2020Bas115",3263,5,10,0,0,24,"Within",-1
"2020Bas115_1a_hlwu17",10,"2020Bas115_1a","2020Bas115",3264,5,10,0,0,24,"Within",-1
"2020Bas115_1a_hsms10",0,"2020Bas115_1a","2020Bas115",3265,5,10,0,0,23,"Within",-1
"2020Bas115_1a_hsms10",1,"2020Bas115_1a","2020Bas115",3266,5,10,0,0,23,"Within",-0.6
"2020Bas115_1a_hsms10",2,"2020Bas115_1a","2020Bas115",3267,5,10,0,0,23,"Within",-0.3
"2020Bas115_1a_hsms10",3,"2020Bas115_1a","2020Bas115",3268,5,10,0,0,23,"Within",0.3
"2020Bas115_1a_hsms10",4,"2020Bas115_1a","2020Bas115",3269,5,10,0,0,23,"Within",0.6
"2020Bas115_1a_hsms10",5,"2020Bas115_1a","2020Bas115",3270,5,10,1,0,23,"Within",1
"2020Bas115_1a_hsms10",6,"2020Bas115_1a","2020Bas115",3271,5,10,0,0,23,"Within",0.6
"2020Bas115_1a_hsms10",7,"2020Bas115_1a","2020Bas115",3272,5,10,0,0,23,"Within",0.3
"2020Bas115_1a_hsms10",8,"2020Bas115_1a","2020Bas115",3273,5,10,0,0,23,"Within",-0.3
"2020Bas115_1a_hsms10",9,"2020Bas115_1a","2020Bas115",3274,5,10,0,0,23,"Within",-0.6
"2020Bas115_1a_hsms10",10,"2020Bas115_1a","2020Bas115",3275,5,10,0,0,23,"Within",-1
"2020Bas115_1a_iada30",0,"2020Bas115_1a","2020Bas115",3276,5,10,0,0,23,"Within",-1
"2020Bas115_1a_iada30",1,"2020Bas115_1a","2020Bas115",3277,5,10,0,0,23,"Within",-1
"2020Bas115_1a_iada30",2,"2020Bas115_1a","2020Bas115",3278,5,10,0,0,23,"Within",-0.6
"2020Bas115_1a_iada30",3,"2020Bas115_1a","2020Bas115",3279,5,10,0,0,23,"Within",-0.3
"2020Bas115_1a_iada30",4,"2020Bas115_1a","2020Bas115",3280,5,10,0,0,23,"Within",0.3
"2020Bas115_1a_iada30",5,"2020Bas115_1a","2020Bas115",3281,5,10,1,0,23,"Within",1
"2020Bas115_1a_iada30",6,"2020Bas115_1a","2020Bas115",3282,5,10,0,0,23,"Within",-0.3
"2020Bas115_1a_iada30",7,"2020Bas115_1a","2020Bas115",3283,5,10,0,0,23,"Within",-0.6
"2020Bas115_1a_iada30",8,"2020Bas115_1a","2020Bas115",3284,5,10,0,0,23,"Within",-0.6
"2020Bas115_1a_iada30",9,"2020Bas115_1a","2020Bas115",3285,5,10,0,0,23,"Within",-1
"2020Bas115_1a_iada30",10,"2020Bas115_1a","2020Bas115",3286,5,10,0,0,23,"Within",-1
"2020Bas115_1a_iamo07",0,"2020Bas115_1a","2020Bas115",3287,3,10,0,1,20,"Within",-0.6
"2020Bas115_1a_iamo07",1,"2020Bas115_1a","2020Bas115",3288,3,10,0,1,20,"Within",-0.6
"2020Bas115_1a_iamo07",2,"2020Bas115_1a","2020Bas115",3289,3,10,0,1,20,"Within",-0.3
"2020Bas115_1a_iamo07",3,"2020Bas115_1a","2020Bas115",3290,3,10,1,1,20,"Within",0.3
"2020Bas115_1a_iamo07",4,"2020Bas115_1a","2020Bas115",3291,3,10,0,1,20,"Within",0.6
"2020Bas115_1a_iamo07",5,"2020Bas115_1a","2020Bas115",3292,3,10,0,1,20,"Within",1
"2020Bas115_1a_iamo07",6,"2020Bas115_1a","2020Bas115",3293,3,10,0,1,20,"Within",1
"2020Bas115_1a_iamo07",7,"2020Bas115_1a","2020Bas115",3294,3,10,0,1,20,"Within",1
"2020Bas115_1a_iamo07",8,"2020Bas115_1a","2020Bas115",3295,3,10,0,1,20,"Within",1
"2020Bas115_1a_iamo07",9,"2020Bas115_1a","2020Bas115",3296,3,10,0,1,20,"Within",1
"2020Bas115_1a_iamo07",10,"2020Bas115_1a","2020Bas115",3297,3,10,0,1,20,"Within",1
"2020Bas115_1a_iana07",0,"2020Bas115_1a","2020Bas115",3298,5,10,0,1,21,"Within",-1
"2020Bas115_1a_iana07",1,"2020Bas115_1a","2020Bas115",3299,5,10,0,1,21,"Within",-1
"2020Bas115_1a_iana07",2,"2020Bas115_1a","2020Bas115",3300,5,10,0,1,21,"Within",-0.3
"2020Bas115_1a_iana07",3,"2020Bas115_1a","2020Bas115",3301,5,10,0,1,21,"Within",0.3
"2020Bas115_1a_iana07",4,"2020Bas115_1a","2020Bas115",3302,5,10,0,1,21,"Within",0.6
"2020Bas115_1a_iana07",5,"2020Bas115_1a","2020Bas115",3303,5,10,1,1,21,"Within",1
"2020Bas115_1a_iana07",6,"2020Bas115_1a","2020Bas115",3304,5,10,0,1,21,"Within",-0.3
"2020Bas115_1a_iana07",7,"2020Bas115_1a","2020Bas115",3305,5,10,0,1,21,"Within",-0.6
"2020Bas115_1a_iana07",8,"2020Bas115_1a","2020Bas115",3306,5,10,0,1,21,"Within",-0.6
"2020Bas115_1a_iana07",9,"2020Bas115_1a","2020Bas115",3307,5,10,0,1,21,"Within",-1
"2020Bas115_1a_iana07",10,"2020Bas115_1a","2020Bas115",3308,5,10,0,1,21,"Within",-1
"2020Bas115_1a_ibje31",0,"2020Bas115_1a","2020Bas115",3309,5,10,0,1,19,"Within",-0.6
"2020Bas115_1a_ibje31",1,"2020Bas115_1a","2020Bas115",3310,5,10,0,1,19,"Within",-0.6
"2020Bas115_1a_ibje31",2,"2020Bas115_1a","2020Bas115",3311,5,10,0,1,19,"Within",-0.6
"2020Bas115_1a_ibje31",3,"2020Bas115_1a","2020Bas115",3312,5,10,0,1,19,"Within",-0.3
"2020Bas115_1a_ibje31",4,"2020Bas115_1a","2020Bas115",3313,5,10,0,1,19,"Within",0.3
"2020Bas115_1a_ibje31",5,"2020Bas115_1a","2020Bas115",3314,5,10,1,1,19,"Within",1
"2020Bas115_1a_ibje31",6,"2020Bas115_1a","2020Bas115",3315,5,10,0,1,19,"Within",-0.3
"2020Bas115_1a_ibje31",7,"2020Bas115_1a","2020Bas115",3316,5,10,0,1,19,"Within",-0.3
"2020Bas115_1a_ibje31",8,"2020Bas115_1a","2020Bas115",3317,5,10,0,1,19,"Within",-0.3
"2020Bas115_1a_ibje31",9,"2020Bas115_1a","2020Bas115",3318,5,10,0,1,19,"Within",-0.3
"2020Bas115_1a_ibje31",10,"2020Bas115_1a","2020Bas115",3319,5,10,0,1,19,"Within",-0.3
"2020Bas115_1a_icml11",0,"2020Bas115_1a","2020Bas115",3320,5,10,0,0,31,"Within",-1
"2020Bas115_1a_icml11",1,"2020Bas115_1a","2020Bas115",3321,5,10,0,0,31,"Within",-0.6
"2020Bas115_1a_icml11",2,"2020Bas115_1a","2020Bas115",3322,5,10,0,0,31,"Within",-0.3
"2020Bas115_1a_icml11",3,"2020Bas115_1a","2020Bas115",3323,5,10,0,0,31,"Within",0.3
"2020Bas115_1a_icml11",4,"2020Bas115_1a","2020Bas115",3324,5,10,0,0,31,"Within",0.6
"2020Bas115_1a_icml11",5,"2020Bas115_1a","2020Bas115",3325,5,10,1,0,31,"Within",1
"2020Bas115_1a_icml11",6,"2020Bas115_1a","2020Bas115",3326,5,10,0,0,31,"Within",-0.3
"2020Bas115_1a_icml11",7,"2020Bas115_1a","2020Bas115",3327,5,10,0,0,31,"Within",-0.3
"2020Bas115_1a_icml11",8,"2020Bas115_1a","2020Bas115",3328,5,10,0,0,31,"Within",-0.3
"2020Bas115_1a_icml11",9,"2020Bas115_1a","2020Bas115",3329,5,10,0,0,31,"Within",-0.6
"2020Bas115_1a_icml11",10,"2020Bas115_1a","2020Bas115",3330,5,10,0,0,31,"Within",-1
"2020Bas115_1a_idfa15",0,"2020Bas115_1a","2020Bas115",3331,5,10,0,1,23,"Within",-1
"2020Bas115_1a_idfa15",1,"2020Bas115_1a","2020Bas115",3332,5,10,0,1,23,"Within",-0.6
"2020Bas115_1a_idfa15",2,"2020Bas115_1a","2020Bas115",3333,5,10,0,1,23,"Within",-0.3
"2020Bas115_1a_idfa15",3,"2020Bas115_1a","2020Bas115",3334,5,10,0,1,23,"Within",0.3
"2020Bas115_1a_idfa15",4,"2020Bas115_1a","2020Bas115",3335,5,10,0,1,23,"Within",0.6
"2020Bas115_1a_idfa15",5,"2020Bas115_1a","2020Bas115",3336,5,10,1,1,23,"Within",1
"2020Bas115_1a_idfa15",6,"2020Bas115_1a","2020Bas115",3337,5,10,0,1,23,"Within",0.6
"2020Bas115_1a_idfa15",7,"2020Bas115_1a","2020Bas115",3338,5,10,0,1,23,"Within",0.3
"2020Bas115_1a_idfa15",8,"2020Bas115_1a","2020Bas115",3339,5,10,0,1,23,"Within",-0.3
"2020Bas115_1a_idfa15",9,"2020Bas115_1a","2020Bas115",3340,5,10,0,1,23,"Within",-0.6
"2020Bas115_1a_idfa15",10,"2020Bas115_1a","2020Bas115",3341,5,10,0,1,23,"Within",-1
"2020Bas115_1a_idte12",0,"2020Bas115_1a","2020Bas115",3342,5,10,0,1,26,"Within",-1
"2020Bas115_1a_idte12",1,"2020Bas115_1a","2020Bas115",3343,5,10,0,1,26,"Within",-0.6
"2020Bas115_1a_idte12",2,"2020Bas115_1a","2020Bas115",3344,5,10,0,1,26,"Within",-0.6
"2020Bas115_1a_idte12",3,"2020Bas115_1a","2020Bas115",3345,5,10,0,1,26,"Within",-0.3
"2020Bas115_1a_idte12",4,"2020Bas115_1a","2020Bas115",3346,5,10,0,1,26,"Within",0.3
"2020Bas115_1a_idte12",5,"2020Bas115_1a","2020Bas115",3347,5,10,1,1,26,"Within",1
