"p","subject_id","treatment_id","paper_id","scenarios","choice","endowment","A","gender","age","Design"
648,"2017Del037_2_603","2017Del037_2","2017Del037",4,2,9,0,0,35,"Within"
649,"2017Del037_2_603","2017Del037_2","2017Del037",5,2,9,0,0,35,"Within"
650,"2017Del037_2_603","2017Del037_2","2017Del037",6,2,9,0,0,35,"Within"
651,"2017Del037_2_603","2017Del037_2","2017Del037",7,2,9,0,0,35,"Within"
652,"2017Del037_2_603","2017Del037_2","2017Del037",8,2,9,0,0,35,"Within"
653,"2017Del037_2_603","2017Del037_2","2017Del037",9,2,9,0,0,35,"Within"
654,"2017Del037_2_606","2017Del037_2","2017Del037",0,0,15,1,1,35,"Within"
655,"2017Del037_2_606","2017Del037_2","2017Del037",1,0,15,0,1,35,"Within"
656,"2017Del037_2_606","2017Del037_2","2017Del037",2,0,15,0,1,35,"Within"
657,"2017Del037_2_606","2017Del037_2","2017Del037",3,0,15,0,1,35,"Within"
658,"2017Del037_2_606","2017Del037_2","2017Del037",4,0,15,0,1,35,"Within"
659,"2017Del037_2_606","2017Del037_2","2017Del037",5,0,15,0,1,35,"Within"
660,"2017Del037_2_606","2017Del037_2","2017Del037",6,0,15,0,1,35,"Within"
661,"2017Del037_2_606","2017Del037_2","2017Del037",7,0,15,0,1,35,"Within"
662,"2017Del037_2_606","2017Del037_2","2017Del037",8,0,15,0,1,35,"Within"
663,"2017Del037_2_606","2017Del037_2","2017Del037",9,0,15,0,1,35,"Within"
664,"2017Del037_2_606","2017Del037_2","2017Del037",10,0,15,0,1,35,"Within"
665,"2017Del037_2_606","2017Del037_2","2017Del037",11,0,15,0,1,35,"Within"
666,"2017Del037_2_606","2017Del037_2","2017Del037",12,0,15,0,1,35,"Within"
667,"2017Del037_2_606","2017Del037_2","2017Del037",13,0,15,0,1,35,"Within"
668,"2017Del037_2_606","2017Del037_2","2017Del037",14,0,15,0,1,35,"Within"
669,"2017Del037_2_606","2017Del037_2","2017Del037",15,0,15,0,1,35,"Within"
670,"2017Del037_2_607","2017Del037_2","2017Del037",0,5,11,0,1,31,"Within"
671,"2017Del037_2_607","2017Del037_2","2017Del037",1,5,11,0,1,31,"Within"
672,"2017Del037_2_607","2017Del037_2","2017Del037",2,5,11,0,1,31,"Within"
673,"2017Del037_2_607","2017Del037_2","2017Del037",3,5,11,0,1,31,"Within"
674,"2017Del037_2_607","2017Del037_2","2017Del037",4,5,11,0,1,31,"Within"
675,"2017Del037_2_607","2017Del037_2","2017Del037",5,5,11,1,1,31,"Within"
676,"2017Del037_2_607","2017Del037_2","2017Del037",6,5,11,0,1,31,"Within"
677,"2017Del037_2_607","2017Del037_2","2017Del037",7,5,11,0,1,31,"Within"
678,"2017Del037_2_607","2017Del037_2","2017Del037",8,5,11,0,1,31,"Within"
679,"2017Del037_2_607","2017Del037_2","2017Del037",9,5,11,0,1,31,"Within"
680,"2017Del037_2_607","2017Del037_2","2017Del037",10,5,11,0,1,31,"Within"
681,"2017Del037_2_607","2017Del037_2","2017Del037",11,5,11,0,1,31,"Within"
682,"2017Del037_2_608","2017Del037_2","2017Del037",0,2,10,0,0,36,"Within"
683,"2017Del037_2_608","2017Del037_2","2017Del037",1,2,10,0,0,36,"Within"
684,"2017Del037_2_608","2017Del037_2","2017Del037",2,2,10,1,0,36,"Within"
685,"2017Del037_2_608","2017Del037_2","2017Del037",3,2,10,0,0,36,"Within"
686,"2017Del037_2_608","2017Del037_2","2017Del037",4,2,10,0,0,36,"Within"
687,"2017Del037_2_608","2017Del037_2","2017Del037",5,2,10,0,0,36,"Within"
688,"2017Del037_2_608","2017Del037_2","2017Del037",6,2,10,0,0,36,"Within"
689,"2017Del037_2_608","2017Del037_2","2017Del037",7,2,10,0,0,36,"Within"
690,"2017Del037_2_608","2017Del037_2","2017Del037",8,2,10,0,0,36,"Within"
691,"2017Del037_2_608","2017Del037_2","2017Del037",9,2,10,0,0,36,"Within"
692,"2017Del037_2_608","2017Del037_2","2017Del037",10,2,10,0,0,36,"Within"
693,"2017Del037_2_611","2017Del037_2","2017Del037",0,4,12,0,1,35,"Within"
694,"2017Del037_2_611","2017Del037_2","2017Del037",1,4,12,0,1,35,"Within"
695,"2017Del037_2_611","2017Del037_2","2017Del037",2,4,12,0,1,35,"Within"
696,"2017Del037_2_611","2017Del037_2","2017Del037",3,4,12,0,1,35,"Within"
697,"2017Del037_2_611","2017Del037_2","2017Del037",4,4,12,1,1,35,"Within"
698,"2017Del037_2_611","2017Del037_2","2017Del037",5,4,12,0,1,35,"Within"
699,"2017Del037_2_611","2017Del037_2","2017Del037",6,4,12,0,1,35,"Within"
700,"2017Del037_2_611","2017Del037_2","2017Del037",7,4,12,0,1,35,"Within"
701,"2017Del037_2_611","2017Del037_2","2017Del037",8,4,12,0,1,35,"Within"
702,"2017Del037_2_611","2017Del037_2","2017Del037",9,4,12,0,1,35,"Within"
703,"2017Del037_2_611","2017Del037_2","2017Del037",10,4,12,0,1,35,"Within"
704,"2017Del037_2_611","2017Del037_2","2017Del037",11,4,12,0,1,35,"Within"
705,"2017Del037_2_611","2017Del037_2","2017Del037",12,4,12,0,1,35,"Within"
706,"2017Del037_2_613","2017Del037_2","2017Del037",0,3,11,0,1,36,"Within"
707,"2017Del037_2_613","2017Del037_2","2017Del037",1,3,11,0,1,36,"Within"
708,"2017Del037_2_613","2017Del037_2","2017Del037",2,3,11,0,1,36,"Within"
709,"2017Del037_2_613","2017Del037_2","2017Del037",3,3,11,1,1,36,"Within"
710,"2017Del037_2_613","2017Del037_2","2017Del037",4,3,11,0,1,36,"Within"
711,"2017Del037_2_613","2017Del037_2","2017Del037",5,3,11,0,1,36,"Within"
712,"2017Del037_2_613","2017Del037_2","2017Del037",6,3,11,0,1,36,"Within"
713,"2017Del037_2_613","2017Del037_2","2017Del037",7,3,11,0,1,36,"Within"
714,"2017Del037_2_613","2017Del037_2","2017Del037",8,3,11,0,1,36,"Within"
715,"2017Del037_2_613","2017Del037_2","2017Del037",9,3,11,0,1,36,"Within"
716,"2017Del037_2_613","2017Del037_2","2017Del037",10,3,11,0,1,36,"Within"
717,"2017Del037_2_613","2017Del037_2","2017Del037",11,3,11,0,1,36,"Within"
718,"2017Del037_2_615","2017Del037_2","2017Del037",0,2,10,0,0,36,"Within"
719,"2017Del037_2_615","2017Del037_2","2017Del037",1,2,10,0,0,36,"Within"
720,"2017Del037_2_615","2017Del037_2","2017Del037",2,2,10,1,0,36,"Within"
721,"2017Del037_2_615","2017Del037_2","2017Del037",3,2,10,0,0,36,"Within"
722,"2017Del037_2_615","2017Del037_2","2017Del037",4,2,10,0,0,36,"Within"
723,"2017Del037_2_615","2017Del037_2","2017Del037",5,2,10,0,0,36,"Within"
724,"2017Del037_2_615","2017Del037_2","2017Del037",6,2,10,0,0,36,"Within"
725,"2017Del037_2_615","2017Del037_2","2017Del037",7,2,10,0,0,36,"Within"
726,"2017Del037_2_615","2017Del037_2","2017Del037",8,2,10,0,0,36,"Within"
727,"2017Del037_2_615","2017Del037_2","2017Del037",9,2,10,0,0,36,"Within"
728,"2017Del037_2_615","2017Del037_2","2017Del037",10,2,10,0,0,36,"Within"
729,"2017Del037_2_616","2017Del037_2","2017Del037",0,7,12,0,1,34,"Within"
730,"2017Del037_2_616","2017Del037_2","2017Del037",1,7,12,0,1,34,"Within"
731,"2017Del037_2_616","2017Del037_2","2017Del037",2,7,12,0,1,34,"Within"
732,"2017Del037_2_616","2017Del037_2","2017Del037",3,7,12,0,1,34,"Within"
733,"2017Del037_2_616","2017Del037_2","2017Del037",4,7,12,0,1,34,"Within"
734,"2017Del037_2_616","2017Del037_2","2017Del037",5,7,12,0,1,34,"Within"
735,"2017Del037_2_616","2017Del037_2","2017Del037",6,7,12,0,1,34,"Within"
736,"2017Del037_2_616","2017Del037_2","2017Del037",7,7,12,1,1,34,"Within"
737,"2017Del037_2_616","2017Del037_2","2017Del037",8,7,12,0,1,34,"Within"
738,"2017Del037_2_616","2017Del037_2","2017Del037",9,7,12,0,1,34,"Within"
739,"2017Del037_2_616","2017Del037_2","2017Del037",10,7,12,0,1,34,"Within"
740,"2017Del037_2_616","2017Del037_2","2017Del037",11,7,12,0,1,34,"Within"
741,"2017Del037_2_616","2017Del037_2","2017Del037",12,7,12,0,1,34,"Within"
742,"2017Del037_2_617","2017Del037_2","2017Del037",0,2,10,0,0,35,"Within"
743,"2017Del037_2_617","2017Del037_2","2017Del037",1,2,10,0,0,35,"Within"
744,"2017Del037_2_617","2017Del037_2","2017Del037",2,2,10,1,0,35,"Within"
745,"2017Del037_2_617","2017Del037_2","2017Del037",3,2,10,0,0,35,"Within"
746,"2017Del037_2_617","2017Del037_2","2017Del037",4,2,10,0,0,35,"Within"
747,"2017Del037_2_617","2017Del037_2","2017Del037",5,2,10,0,0,35,"Within"
748,"2017Del037_2_617","2017Del037_2","2017Del037",6,2,10,0,0,35,"Within"
749,"2017Del037_2_617","2017Del037_2","2017Del037",7,2,10,0,0,35,"Within"
750,"2017Del037_2_617","2017Del037_2","2017Del037",8,2,10,0,0,35,"Within"
751,"2017Del037_2_617","2017Del037_2","2017Del037",9,2,10,0,0,35,"Within"
752,"2017Del037_2_617","2017Del037_2","2017Del037",10,2,10,0,0,35,"Within"
753,"2017Del037_2_621","2017Del037_2","2017Del037",0,6,14,0,1,35,"Within"
754,"2017Del037_2_621","2017Del037_2","2017Del037",1,6,14,0,1,35,"Within"
755,"2017Del037_2_621","2017Del037_2","2017Del037",2,6,14,0,1,35,"Within"
756,"2017Del037_2_621","2017Del037_2","2017Del037",3,6,14,0,1,35,"Within"
757,"2017Del037_2_621","2017Del037_2","2017Del037",4,6,14,0,1,35,"Within"
758,"2017Del037_2_621","2017Del037_2","2017Del037",5,6,14,0,1,35,"Within"
759,"2017Del037_2_621","2017Del037_2","2017Del037",6,6,14,1,1,35,"Within"
760,"2017Del037_2_621","2017Del037_2","2017Del037",7,6,14,0,1,35,"Within"
761,"2017Del037_2_621","2017Del037_2","2017Del037",8,6,14,0,1,35,"Within"
762,"2017Del037_2_621","2017Del037_2","2017Del037",9,6,14,0,1,35,"Within"
763,"2017Del037_2_621","2017Del037_2","2017Del037",10,6,14,0,1,35,"Within"
764,"2017Del037_2_621","2017Del037_2","2017Del037",11,6,14,0,1,35,"Within"
765,"2017Del037_2_621","2017Del037_2","2017Del037",12,6,14,0,1,35,"Within"
766,"2017Del037_2_621","2017Del037_2","2017Del037",13,6,14,0,1,35,"Within"
767,"2017Del037_2_621","2017Del037_2","2017Del037",14,6,14,0,1,35,"Within"
768,"2017Del037_2_624","2017Del037_2","2017Del037",0,1,9,0,0,29,"Within"
769,"2017Del037_2_624","2017Del037_2","2017Del037",1,1,9,1,0,29,"Within"
770,"2017Del037_2_624","2017Del037_2","2017Del037",2,1,9,0,0,29,"Within"
771,"2017Del037_2_624","2017Del037_2","2017Del037",3,1,9,0,0,29,"Within"
772,"2017Del037_2_624","2017Del037_2","2017Del037",4,1,9,0,0,29,"Within"
773,"2017Del037_2_624","2017Del037_2","2017Del037",5,1,9,0,0,29,"Within"
774,"2017Del037_2_624","2017Del037_2","2017Del037",6,1,9,0,0,29,"Within"
775,"2017Del037_2_624","2017Del037_2","2017Del037",7,1,9,0,0,29,"Within"
776,"2017Del037_2_624","2017Del037_2","2017Del037",8,1,9,0,0,29,"Within"
777,"2017Del037_2_624","2017Del037_2","2017Del037",9,1,9,0,0,29,"Within"
778,"2017Del037_1_703","2017Del037_1","2017Del037",0,0,9,1,0,34,"Within"
779,"2017Del037_1_703","2017Del037_1","2017Del037",1,0,9,0,0,34,"Within"
780,"2017Del037_1_703","2017Del037_1","2017Del037",2,0,9,0,0,34,"Within"
781,"2017Del037_1_703","2017Del037_1","2017Del037",3,0,9,0,0,34,"Within"
782,"2017Del037_1_703","2017Del037_1","2017Del037",4,0,9,0,0,34,"Within"
783,"2017Del037_1_703","2017Del037_1","2017Del037",5,0,9,0,0,34,"Within"
784,"2017Del037_1_703","2017Del037_1","2017Del037",6,0,9,0,0,34,"Within"
785,"2017Del037_1_703","2017Del037_1","2017Del037",7,0,9,0,0,34,"Within"
786,"2017Del037_1_703","2017Del037_1","2017Del037",8,0,9,0,0,34,"Within"
787,"2017Del037_1_703","2017Del037_1","2017Del037",9,0,9,0,0,34,"Within"
788,"2017Del037_1_704","2017Del037_1","2017Del037",0,4,10,0,1,34,"Within"
789,"2017Del037_1_704","2017Del037_1","2017Del037",1,4,10,0,1,34,"Within"
790,"2017Del037_1_704","2017Del037_1","2017Del037",2,4,10,0,1,34,"Within"
791,"2017Del037_1_704","2017Del037_1","2017Del037",3,4,10,0,1,34,"Within"
792,"2017Del037_1_704","2017Del037_1","2017Del037",4,4,10,1,1,34,"Within"
793,"2017Del037_1_704","2017Del037_1","2017Del037",5,4,10,0,1,34,"Within"
794,"2017Del037_1_704","2017Del037_1","2017Del037",6,4,10,0,1,34,"Within"
795,"2017Del037_1_704","2017Del037_1","2017Del037",7,4,10,0,1,34,"Within"
796,"2017Del037_1_704","2017Del037_1","2017Del037",8,4,10,0,1,34,"Within"
797,"2017Del037_1_704","2017Del037_1","2017Del037",9,4,10,0,1,34,"Within"
798,"2017Del037_1_704","2017Del037_1","2017Del037",10,4,10,0,1,34,"Within"
799,"2017Del037_1_705","2017Del037_1","2017Del037",0,0,9,1,0,30,"Within"
800,"2017Del037_1_705","2017Del037_1","2017Del037",1,0,9,0,0,30,"Within"
801,"2017Del037_1_705","2017Del037_1","2017Del037",2,0,9,0,0,30,"Within"
802,"2017Del037_1_705","2017Del037_1","2017Del037",3,0,9,0,0,30,"Within"
803,"2017Del037_1_705","2017Del037_1","2017Del037",4,0,9,0,0,30,"Within"
804,"2017Del037_1_705","2017Del037_1","2017Del037",5,0,9,0,0,30,"Within"
805,"2017Del037_1_705","2017Del037_1","2017Del037",6,0,9,0,0,30,"Within"
806,"2017Del037_1_705","2017Del037_1","2017Del037",7,0,9,0,0,30,"Within"
807,"2017Del037_1_705","2017Del037_1","2017Del037",8,0,9,0,0,30,"Within"
808,"2017Del037_1_705","2017Del037_1","2017Del037",9,0,9,0,0,30,"Within"
809,"2017Del037_1_707","2017Del037_1","2017Del037",0,2,8,0,0,33,"Within"
810,"2017Del037_1_707","2017Del037_1","2017Del037",1,2,8,0,0,33,"Within"
811,"2017Del037_1_707","2017Del037_1","2017Del037",2,2,8,1,0,33,"Within"
812,"2017Del037_1_707","2017Del037_1","2017Del037",3,2,8,0,0,33,"Within"
813,"2017Del037_1_707","2017Del037_1","2017Del037",4,2,8,0,0,33,"Within"
814,"2017Del037_1_707","2017Del037_1","2017Del037",5,2,8,0,0,33,"Within"
815,"2017Del037_1_707","2017Del037_1","2017Del037",6,2,8,0,0,33,"Within"
816,"2017Del037_1_707","2017Del037_1","2017Del037",7,2,8,0,0,33,"Within"
817,"2017Del037_1_707","2017Del037_1","2017Del037",8,2,8,0,0,33,"Within"
818,"2017Del037_1_708","2017Del037_1","2017Del037",0,3,12,0,1,32,"Within"
819,"2017Del037_1_708","2017Del037_1","2017Del037",1,3,12,0,1,32,"Within"
820,"2017Del037_1_708","2017Del037_1","2017Del037",2,3,12,0,1,32,"Within"
821,"2017Del037_1_708","2017Del037_1","2017Del037",3,3,12,1,1,32,"Within"
822,"2017Del037_1_708","2017Del037_1","2017Del037",4,3,12,0,1,32,"Within"
823,"2017Del037_1_708","2017Del037_1","2017Del037",5,3,12,0,1,32,"Within"
824,"2017Del037_1_708","2017Del037_1","2017Del037",6,3,12,0,1,32,"Within"
825,"2017Del037_1_708","2017Del037_1","2017Del037",7,3,12,0,1,32,"Within"
826,"2017Del037_1_708","2017Del037_1","2017Del037",8,3,12,0,1,32,"Within"
827,"2017Del037_1_708","2017Del037_1","2017Del037",9,3,12,0,1,32,"Within"
828,"2017Del037_1_708","2017Del037_1","2017Del037",10,3,12,0,1,32,"Within"
829,"2017Del037_1_708","2017Del037_1","2017Del037",11,3,12,0,1,32,"Within"
830,"2017Del037_1_708","2017Del037_1","2017Del037",12,3,12,0,1,32,"Within"
831,"2017Del037_1_710","2017Del037_1","2017Del037",0,4,8,0,0,28,"Within"
832,"2017Del037_1_710","2017Del037_1","2017Del037",1,4,8,0,0,28,"Within"
833,"2017Del037_1_710","2017Del037_1","2017Del037",2,4,8,0,0,28,"Within"
834,"2017Del037_1_710","2017Del037_1","2017Del037",3,4,8,0,0,28,"Within"
835,"2017Del037_1_710","2017Del037_1","2017Del037",4,4,8,1,0,28,"Within"
836,"2017Del037_1_710","2017Del037_1","2017Del037",5,4,8,0,0,28,"Within"
837,"2017Del037_1_710","2017Del037_1","2017Del037",6,4,8,0,0,28,"Within"
838,"2017Del037_1_710","2017Del037_1","2017Del037",7,4,8,0,0,28,"Within"
839,"2017Del037_1_710","2017Del037_1","2017Del037",8,4,8,0,0,28,"Within"
840,"2017Del037_1_712","2017Del037_1","2017Del037",0,6,13,0,0,35,"Within"
841,"2017Del037_1_712","2017Del037_1","2017Del037",1,6,13,0,0,35,"Within"
842,"2017Del037_1_712","2017Del037_1","2017Del037",2,6,13,0,0,35,"Within"
843,"2017Del037_1_712","2017Del037_1","2017Del037",3,6,13,0,0,35,"Within"
844,"2017Del037_1_712","2017Del037_1","2017Del037",4,6,13,0,0,35,"Within"
845,"2017Del037_1_712","2017Del037_1","2017Del037",5,6,13,0,0,35,"Within"
846,"2017Del037_1_712","2017Del037_1","2017Del037",6,6,13,1,0,35,"Within"
847,"2017Del037_1_712","2017Del037_1","2017Del037",7,6,13,0,0,35,"Within"
848,"2017Del037_1_712","2017Del037_1","2017Del037",8,6,13,0,0,35,"Within"
849,"2017Del037_1_712","2017Del037_1","2017Del037",9,6,13,0,0,35,"Within"
850,"2017Del037_1_712","2017Del037_1","2017Del037",10,6,13,0,0,35,"Within"
851,"2017Del037_1_712","2017Del037_1","2017Del037",11,6,13,0,0,35,"Within"
852,"2017Del037_1_712","2017Del037_1","2017Del037",12,6,13,0,0,35,"Within"
853,"2017Del037_1_712","2017Del037_1","2017Del037",13,6,13,0,0,35,"Within"
854,"2017Del037_1_717","2017Del037_1","2017Del037",0,3,11,0,1,34,"Within"
855,"2017Del037_1_717","2017Del037_1","2017Del037",1,3,11,0,1,34,"Within"
856,"2017Del037_1_717","2017Del037_1","2017Del037",2,3,11,0,1,34,"Within"
857,"2017Del037_1_717","2017Del037_1","2017Del037",3,3,11,1,1,34,"Within"
858,"2017Del037_1_717","2017Del037_1","2017Del037",4,3,11,0,1,34,"Within"
859,"2017Del037_1_717","2017Del037_1","2017Del037",5,3,11,0,1,34,"Within"
860,"2017Del037_1_717","2017Del037_1","2017Del037",6,3,11,0,1,34,"Within"
861,"2017Del037_1_717","2017Del037_1","2017Del037",7,3,11,0,1,34,"Within"
862,"2017Del037_1_717","2017Del037_1","2017Del037",8,3,11,0,1,34,"Within"
863,"2017Del037_1_717","2017Del037_1","2017Del037",9,3,11,0,1,34,"Within"
864,"2017Del037_1_717","2017Del037_1","2017Del037",10,3,11,0,1,34,"Within"
865,"2017Del037_1_717","2017Del037_1","2017Del037",11,3,11,0,1,34,"Within"
866,"2017Del037_1_718","2017Del037_1","2017Del037",0,1,10,0,0,33,"Within"
867,"2017Del037_1_718","2017Del037_1","2017Del037",1,1,10,1,0,33,"Within"
868,"2017Del037_1_718","2017Del037_1","2017Del037",2,1,10,0,0,33,"Within"
869,"2017Del037_1_718","2017Del037_1","2017Del037",3,1,10,0,0,33,"Within"
870,"2017Del037_1_718","2017Del037_1","2017Del037",4,1,10,0,0,33,"Within"
871,"2017Del037_1_718","2017Del037_1","2017Del037",5,1,10,0,0,33,"Within"
872,"2017Del037_1_718","2017Del037_1","2017Del037",6,1,10,0,0,33,"Within"
873,"2017Del037_1_718","2017Del037_1","2017Del037",7,1,10,0,0,33,"Within"
874,"2017Del037_1_718","2017Del037_1","2017Del037",8,1,10,0,0,33,"Within"
875,"2017Del037_1_718","2017Del037_1","2017Del037",9,1,10,0,0,33,"Within"
876,"2017Del037_1_718","2017Del037_1","2017Del037",10,1,10,0,0,33,"Within"
877,"2017Del037_1_802","2017Del037_1","2017Del037",0,5,11,0,1,35,"Within"
878,"2017Del037_1_802","2017Del037_1","2017Del037",1,5,11,0,1,35,"Within"
879,"2017Del037_1_802","2017Del037_1","2017Del037",2,5,11,0,1,35,"Within"
880,"2017Del037_1_802","2017Del037_1","2017Del037",3,5,11,0,1,35,"Within"
881,"2017Del037_1_802","2017Del037_1","2017Del037",4,5,11,0,1,35,"Within"
882,"2017Del037_1_802","2017Del037_1","2017Del037",5,5,11,1,1,35,"Within"
883,"2017Del037_1_802","2017Del037_1","2017Del037",6,5,11,0,1,35,"Within"
884,"2017Del037_1_802","2017Del037_1","2017Del037",7,5,11,0,1,35,"Within"
885,"2017Del037_1_802","2017Del037_1","2017Del037",8,5,11,0,1,35,"Within"
886,"2017Del037_1_802","2017Del037_1","2017Del037",9,5,11,0,1,35,"Within"
887,"2017Del037_1_802","2017Del037_1","2017Del037",10,5,11,0,1,35,"Within"
888,"2017Del037_1_802","2017Del037_1","2017Del037",11,5,11,0,1,35,"Within"
889,"2017Del037_1_804","2017Del037_1","2017Del037",0,3,9,0,1,31,"Within"
890,"2017Del037_1_804","2017Del037_1","2017Del037",1,3,9,0,1,31,"Within"
891,"2017Del037_1_804","2017Del037_1","2017Del037",2,3,9,0,1,31,"Within"
892,"2017Del037_1_804","2017Del037_1","2017Del037",3,3,9,1,1,31,"Within"
893,"2017Del037_1_804","2017Del037_1","2017Del037",4,3,9,0,1,31,"Within"
894,"2017Del037_1_804","2017Del037_1","2017Del037",5,3,9,0,1,31,"Within"
895,"2017Del037_1_804","2017Del037_1","2017Del037",6,3,9,0,1,31,"Within"
896,"2017Del037_1_804","2017Del037_1","2017Del037",7,3,9,0,1,31,"Within"
897,"2017Del037_1_804","2017Del037_1","2017Del037",8,3,9,0,1,31,"Within"
898,"2017Del037_1_804","2017Del037_1","2017Del037",9,3,9,0,1,31,"Within"
899,"2017Del037_1_805","2017Del037_1","2017Del037",0,0,13,1,1,28,"Within"
900,"2017Del037_1_805","2017Del037_1","2017Del037",1,0,13,0,1,28,"Within"
901,"2017Del037_1_805","2017Del037_1","2017Del037",2,0,13,0,1,28,"Within"
902,"2017Del037_1_805","2017Del037_1","2017Del037",3,0,13,0,1,28,"Within"
903,"2017Del037_1_805","2017Del037_1","2017Del037",4,0,13,0,1,28,"Within"
904,"2017Del037_1_805","2017Del037_1","2017Del037",5,0,13,0,1,28,"Within"
905,"2017Del037_1_805","2017Del037_1","2017Del037",6,0,13,0,1,28,"Within"
906,"2017Del037_1_805","2017Del037_1","2017Del037",7,0,13,0,1,28,"Within"
907,"2017Del037_1_805","2017Del037_1","2017Del037",8,0,13,0,1,28,"Within"
908,"2017Del037_1_805","2017Del037_1","2017Del037",9,0,13,0,1,28,"Within"
909,"2017Del037_1_805","2017Del037_1","2017Del037",10,0,13,0,1,28,"Within"
910,"2017Del037_1_805","2017Del037_1","2017Del037",11,0,13,0,1,28,"Within"
911,"2017Del037_1_805","2017Del037_1","2017Del037",12,0,13,0,1,28,"Within"
912,"2017Del037_1_805","2017Del037_1","2017Del037",13,0,13,0,1,28,"Within"
913,"2017Del037_1_810","2017Del037_1","2017Del037",0,1,10,0,1,35,"Within"
914,"2017Del037_1_810","2017Del037_1","2017Del037",1,1,10,1,1,35,"Within"
915,"2017Del037_1_810","2017Del037_1","2017Del037",2,1,10,0,1,35,"Within"
916,"2017Del037_1_810","2017Del037_1","2017Del037",3,1,10,0,1,35,"Within"
917,"2017Del037_1_810","2017Del037_1","2017Del037",4,1,10,0,1,35,"Within"
918,"2017Del037_1_810","2017Del037_1","2017Del037",5,1,10,0,1,35,"Within"
919,"2017Del037_1_810","2017Del037_1","2017Del037",6,1,10,0,1,35,"Within"
920,"2017Del037_1_810","2017Del037_1","2017Del037",7,1,10,0,1,35,"Within"
921,"2017Del037_1_810","2017Del037_1","2017Del037",8,1,10,0,1,35,"Within"
922,"2017Del037_1_810","2017Del037_1","2017Del037",9,1,10,0,1,35,"Within"
923,"2017Del037_1_810","2017Del037_1","2017Del037",10,1,10,0,1,35,"Within"
924,"2017Del037_1_813","2017Del037_1","2017Del037",0,0,10,1,0,31,"Within"
925,"2017Del037_1_813","2017Del037_1","2017Del037",1,0,10,0,0,31,"Within"
926,"2017Del037_1_813","2017Del037_1","2017Del037",2,0,10,0,0,31,"Within"
927,"2017Del037_1_813","2017Del037_1","2017Del037",3,0,10,0,0,31,"Within"
928,"2017Del037_1_813","2017Del037_1","2017Del037",4,0,10,0,0,31,"Within"
929,"2017Del037_1_813","2017Del037_1","2017Del037",5,0,10,0,0,31,"Within"
930,"2017Del037_1_813","2017Del037_1","2017Del037",6,0,10,0,0,31,"Within"
931,"2017Del037_1_813","2017Del037_1","2017Del037",7,0,10,0,0,31,"Within"
932,"2017Del037_1_813","2017Del037_1","2017Del037",8,0,10,0,0,31,"Within"
933,"2017Del037_1_813","2017Del037_1","2017Del037",9,0,10,0,0,31,"Within"
934,"2017Del037_1_813","2017Del037_1","2017Del037",10,0,10,0,0,31,"Within"
935,"2017Del037_1_814","2017Del037_1","2017Del037",0,0,12,1,1,35,"Within"
936,"2017Del037_1_814","2017Del037_1","2017Del037",1,0,12,0,1,35,"Within"
937,"2017Del037_1_814","2017Del037_1","2017Del037",2,0,12,0,1,35,"Within"
938,"2017Del037_1_814","2017Del037_1","2017Del037",3,0,12,0,1,35,"Within"
939,"2017Del037_1_814","2017Del037_1","2017Del037",4,0,12,0,1,35,"Within"
940,"2017Del037_1_814","2017Del037_1","2017Del037",5,0,12,0,1,35,"Within"
941,"2017Del037_1_814","2017Del037_1","2017Del037",6,0,12,0,1,35,"Within"
942,"2017Del037_1_814","2017Del037_1","2017Del037",7,0,12,0,1,35,"Within"
943,"2017Del037_1_814","2017Del037_1","2017Del037",8,0,12,0,1,35,"Within"
944,"2017Del037_1_814","2017Del037_1","2017Del037",9,0,12,0,1,35,"Within"
945,"2017Del037_1_814","2017Del037_1","2017Del037",10,0,12,0,1,35,"Within"
946,"2017Del037_1_814","2017Del037_1","2017Del037",11,0,12,0,1,35,"Within"
947,"2017Del037_1_814","2017Del037_1","2017Del037",12,0,12,0,1,35,"Within"
948,"2017Del037_1_815","2017Del037_1","2017Del037",0,5,12,0,1,34,"Within"
949,"2017Del037_1_815","2017Del037_1","2017Del037",1,5,12,0,1,34,"Within"
950,"2017Del037_1_815","2017Del037_1","2017Del037",2,5,12,0,1,34,"Within"
951,"2017Del037_1_815","2017Del037_1","2017Del037",3,5,12,0,1,34,"Within"
952,"2017Del037_1_815","2017Del037_1","2017Del037",4,5,12,0,1,34,"Within"
953,"2017Del037_1_815","2017Del037_1","2017Del037",5,5,12,1,1,34,"Within"
954,"2017Del037_1_815","2017Del037_1","2017Del037",6,5,12,0,1,34,"Within"
955,"2017Del037_1_815","2017Del037_1","2017Del037",7,5,12,0,1,34,"Within"
956,"2017Del037_1_815","2017Del037_1","2017Del037",8,5,12,0,1,34,"Within"
957,"2017Del037_1_815","2017Del037_1","2017Del037",9,5,12,0,1,34,"Within"
958,"2017Del037_1_815","2017Del037_1","2017Del037",10,5,12,0,1,34,"Within"
959,"2017Del037_1_815","2017Del037_1","2017Del037",11,5,12,0,1,34,"Within"
960,"2017Del037_1_815","2017Del037_1","2017Del037",12,5,12,0,1,34,"Within"
961,"2017Del037_1_817","2017Del037_1","2017Del037",0,1,11,0,1,36,"Within"
962,"2017Del037_1_817","2017Del037_1","2017Del037",1,1,11,1,1,36,"Within"
963,"2017Del037_1_817","2017Del037_1","2017Del037",2,1,11,0,1,36,"Within"
964,"2017Del037_1_817","2017Del037_1","2017Del037",3,1,11,0,1,36,"Within"
