"p","subject_id","treatment_id","paper_id","scenarios","choice","endowment","A","gender","age"
1132,"2020Bas115_2a_aape01","2020Bas115_2a","2020Bas115",1,5,10,0,0,67
1133,"2020Bas115_2a_aape01","2020Bas115_2a","2020Bas115",2,5,10,0,0,67
1134,"2020Bas115_2a_aape01","2020Bas115_2a","2020Bas115",3,5,10,0,0,67
1135,"2020Bas115_2a_aape01","2020Bas115_2a","2020Bas115",4,5,10,0,0,67
1136,"2020Bas115_2a_aape01","2020Bas115_2a","2020Bas115",5,5,10,1,0,67
1137,"2020Bas115_2a_aape01","2020Bas115_2a","2020Bas115",6,5,10,0,0,67
1138,"2020Bas115_2a_aape01","2020Bas115_2a","2020Bas115",7,5,10,0,0,67
1139,"2020Bas115_2a_aape01","2020Bas115_2a","2020Bas115",8,5,10,0,0,67
1140,"2020Bas115_2a_aape01","2020Bas115_2a","2020Bas115",9,5,10,0,0,67
1141,"2020Bas115_2a_aape01","2020Bas115_2a","2020Bas115",10,5,10,0,0,67
1142,"2020Bas115_2a_aapo29","2020Bas115_2a","2020Bas115",0,4,10,0,1,21
1143,"2020Bas115_2a_aapo29","2020Bas115_2a","2020Bas115",1,4,10,0,1,21
1144,"2020Bas115_2a_aapo29","2020Bas115_2a","2020Bas115",2,4,10,0,1,21
1145,"2020Bas115_2a_aapo29","2020Bas115_2a","2020Bas115",3,4,10,0,1,21
1146,"2020Bas115_2a_aapo29","2020Bas115_2a","2020Bas115",4,4,10,1,1,21
1147,"2020Bas115_2a_aapo29","2020Bas115_2a","2020Bas115",5,4,10,0,1,21
1148,"2020Bas115_2a_aapo29","2020Bas115_2a","2020Bas115",6,4,10,0,1,21
1149,"2020Bas115_2a_aapo29","2020Bas115_2a","2020Bas115",7,4,10,0,1,21
1150,"2020Bas115_2a_aapo29","2020Bas115_2a","2020Bas115",8,4,10,0,1,21
1151,"2020Bas115_2a_aapo29","2020Bas115_2a","2020Bas115",9,4,10,0,1,21
1152,"2020Bas115_2a_aapo29","2020Bas115_2a","2020Bas115",10,4,10,0,1,21
1153,"2020Bas115_2a_aasi28","2020Bas115_2a","2020Bas115",0,3,10,0,1,25
1154,"2020Bas115_2a_aasi28","2020Bas115_2a","2020Bas115",1,3,10,0,1,25
1155,"2020Bas115_2a_aasi28","2020Bas115_2a","2020Bas115",2,3,10,0,1,25
1156,"2020Bas115_2a_aasi28","2020Bas115_2a","2020Bas115",3,3,10,1,1,25
1157,"2020Bas115_2a_aasi28","2020Bas115_2a","2020Bas115",4,3,10,0,1,25
1158,"2020Bas115_2a_aasi28","2020Bas115_2a","2020Bas115",5,3,10,0,1,25
1159,"2020Bas115_2a_aasi28","2020Bas115_2a","2020Bas115",6,3,10,0,1,25
1160,"2020Bas115_2a_aasi28","2020Bas115_2a","2020Bas115",7,3,10,0,1,25
1161,"2020Bas115_2a_aasi28","2020Bas115_2a","2020Bas115",8,3,10,0,1,25
1162,"2020Bas115_2a_aasi28","2020Bas115_2a","2020Bas115",9,3,10,0,1,25
1163,"2020Bas115_2a_aasi28","2020Bas115_2a","2020Bas115",10,3,10,0,1,25
1164,"2020Bas115_2a_aatu01","2020Bas115_2a","2020Bas115",0,3,10,0,1,25
1165,"2020Bas115_2a_aatu01","2020Bas115_2a","2020Bas115",1,3,10,0,1,25
1166,"2020Bas115_2a_aatu01","2020Bas115_2a","2020Bas115",2,3,10,0,1,25
1167,"2020Bas115_2a_aatu01","2020Bas115_2a","2020Bas115",3,3,10,1,1,25
1168,"2020Bas115_2a_aatu01","2020Bas115_2a","2020Bas115",4,3,10,0,1,25
1169,"2020Bas115_2a_aatu01","2020Bas115_2a","2020Bas115",5,3,10,0,1,25
1170,"2020Bas115_2a_aatu01","2020Bas115_2a","2020Bas115",6,3,10,0,1,25
1171,"2020Bas115_2a_aatu01","2020Bas115_2a","2020Bas115",7,3,10,0,1,25
1172,"2020Bas115_2a_aatu01","2020Bas115_2a","2020Bas115",8,3,10,0,1,25
1173,"2020Bas115_2a_aatu01","2020Bas115_2a","2020Bas115",9,3,10,0,1,25
1174,"2020Bas115_2a_aatu01","2020Bas115_2a","2020Bas115",10,3,10,0,1,25
1175,"2020Bas115_2a_abab05","2020Bas115_2a","2020Bas115",0,0,10,1,1,25
1176,"2020Bas115_2a_abab05","2020Bas115_2a","2020Bas115",1,0,10,0,1,25
1177,"2020Bas115_2a_abab05","2020Bas115_2a","2020Bas115",2,0,10,0,1,25
1178,"2020Bas115_2a_abab05","2020Bas115_2a","2020Bas115",3,0,10,0,1,25
1179,"2020Bas115_2a_abab05","2020Bas115_2a","2020Bas115",4,0,10,0,1,25
1180,"2020Bas115_2a_abab05","2020Bas115_2a","2020Bas115",5,0,10,0,1,25
1181,"2020Bas115_2a_abab05","2020Bas115_2a","2020Bas115",6,0,10,0,1,25
1182,"2020Bas115_2a_abab05","2020Bas115_2a","2020Bas115",7,0,10,0,1,25
1183,"2020Bas115_2a_abab05","2020Bas115_2a","2020Bas115",8,0,10,0,1,25
1184,"2020Bas115_2a_abab05","2020Bas115_2a","2020Bas115",9,0,10,0,1,25
1185,"2020Bas115_2a_abab05","2020Bas115_2a","2020Bas115",10,0,10,0,1,25
1186,"2020Bas115_2a_abhu15","2020Bas115_2a","2020Bas115",0,0,10,1,1,25
1187,"2020Bas115_2a_abhu15","2020Bas115_2a","2020Bas115",1,0,10,0,1,25
1188,"2020Bas115_2a_abhu15","2020Bas115_2a","2020Bas115",2,0,10,0,1,25
1189,"2020Bas115_2a_abhu15","2020Bas115_2a","2020Bas115",3,0,10,0,1,25
1190,"2020Bas115_2a_abhu15","2020Bas115_2a","2020Bas115",4,0,10,0,1,25
1191,"2020Bas115_2a_abhu15","2020Bas115_2a","2020Bas115",5,0,10,0,1,25
1192,"2020Bas115_2a_abhu15","2020Bas115_2a","2020Bas115",6,0,10,0,1,25
1193,"2020Bas115_2a_abhu15","2020Bas115_2a","2020Bas115",7,0,10,0,1,25
1194,"2020Bas115_2a_abhu15","2020Bas115_2a","2020Bas115",8,0,10,0,1,25
1195,"2020Bas115_2a_abhu15","2020Bas115_2a","2020Bas115",9,0,10,0,1,25
1196,"2020Bas115_2a_abhu15","2020Bas115_2a","2020Bas115",10,0,10,0,1,25
1197,"2020Bas115_2a_abmo19","2020Bas115_2a","2020Bas115",0,3,10,0,0,23
1198,"2020Bas115_2a_abmo19","2020Bas115_2a","2020Bas115",1,3,10,0,0,23
1199,"2020Bas115_2a_abmo19","2020Bas115_2a","2020Bas115",2,3,10,0,0,23
1200,"2020Bas115_2a_abmo19","2020Bas115_2a","2020Bas115",3,3,10,1,0,23
1201,"2020Bas115_2a_abmo19","2020Bas115_2a","2020Bas115",4,3,10,0,0,23
1202,"2020Bas115_2a_abmo19","2020Bas115_2a","2020Bas115",5,3,10,0,0,23
1203,"2020Bas115_2a_abmo19","2020Bas115_2a","2020Bas115",6,3,10,0,0,23
1204,"2020Bas115_2a_abmo19","2020Bas115_2a","2020Bas115",7,3,10,0,0,23
1205,"2020Bas115_2a_abmo19","2020Bas115_2a","2020Bas115",8,3,10,0,0,23
1206,"2020Bas115_2a_abmo19","2020Bas115_2a","2020Bas115",9,3,10,0,0,23
1207,"2020Bas115_2a_abmo19","2020Bas115_2a","2020Bas115",10,3,10,0,0,23
1208,"2020Bas115_2a_abnu06","2020Bas115_2a","2020Bas115",0,3,10,0,0,26
1209,"2020Bas115_2a_abnu06","2020Bas115_2a","2020Bas115",1,3,10,0,0,26
1210,"2020Bas115_2a_abnu06","2020Bas115_2a","2020Bas115",2,3,10,0,0,26
1211,"2020Bas115_2a_abnu06","2020Bas115_2a","2020Bas115",3,3,10,1,0,26
1212,"2020Bas115_2a_abnu06","2020Bas115_2a","2020Bas115",4,3,10,0,0,26
1213,"2020Bas115_2a_abnu06","2020Bas115_2a","2020Bas115",5,3,10,0,0,26
1214,"2020Bas115_2a_abnu06","2020Bas115_2a","2020Bas115",6,3,10,0,0,26
1215,"2020Bas115_2a_abnu06","2020Bas115_2a","2020Bas115",7,3,10,0,0,26
1216,"2020Bas115_2a_abnu06","2020Bas115_2a","2020Bas115",8,3,10,0,0,26
1217,"2020Bas115_2a_abnu06","2020Bas115_2a","2020Bas115",9,3,10,0,0,26
1218,"2020Bas115_2a_abnu06","2020Bas115_2a","2020Bas115",10,3,10,0,0,26
1219,"2020Bas115_2a_abro29","2020Bas115_2a","2020Bas115",0,1,10,0,1,23
1220,"2020Bas115_2a_abro29","2020Bas115_2a","2020Bas115",1,1,10,1,1,23
1221,"2020Bas115_2a_abro29","2020Bas115_2a","2020Bas115",2,1,10,0,1,23
1222,"2020Bas115_2a_abro29","2020Bas115_2a","2020Bas115",3,1,10,0,1,23
1223,"2020Bas115_2a_abro29","2020Bas115_2a","2020Bas115",4,1,10,0,1,23
1224,"2020Bas115_2a_abro29","2020Bas115_2a","2020Bas115",5,1,10,0,1,23
1225,"2020Bas115_2a_abro29","2020Bas115_2a","2020Bas115",6,1,10,0,1,23
1226,"2020Bas115_2a_abro29","2020Bas115_2a","2020Bas115",7,1,10,0,1,23
1227,"2020Bas115_2a_abro29","2020Bas115_2a","2020Bas115",8,1,10,0,1,23
1228,"2020Bas115_2a_abro29","2020Bas115_2a","2020Bas115",9,1,10,0,1,23
1229,"2020Bas115_2a_abro29","2020Bas115_2a","2020Bas115",10,1,10,0,1,23
1230,"2020Bas115_2a_abua11","2020Bas115_2a","2020Bas115",0,0,10,1,0,25
1231,"2020Bas115_2a_abua11","2020Bas115_2a","2020Bas115",1,0,10,0,0,25
1232,"2020Bas115_2a_abua11","2020Bas115_2a","2020Bas115",2,0,10,0,0,25
1233,"2020Bas115_2a_abua11","2020Bas115_2a","2020Bas115",3,0,10,0,0,25
1234,"2020Bas115_2a_abua11","2020Bas115_2a","2020Bas115",4,0,10,0,0,25
1235,"2020Bas115_2a_abua11","2020Bas115_2a","2020Bas115",5,0,10,0,0,25
1236,"2020Bas115_2a_abua11","2020Bas115_2a","2020Bas115",6,0,10,0,0,25
1237,"2020Bas115_2a_abua11","2020Bas115_2a","2020Bas115",7,0,10,0,0,25
1238,"2020Bas115_2a_abua11","2020Bas115_2a","2020Bas115",8,0,10,0,0,25
1239,"2020Bas115_2a_abua11","2020Bas115_2a","2020Bas115",9,0,10,0,0,25
1240,"2020Bas115_2a_abua11","2020Bas115_2a","2020Bas115",10,0,10,0,0,25
1241,"2020Bas115_2a_aera20","2020Bas115_2a","2020Bas115",0,5,10,0,1,23
1242,"2020Bas115_2a_aera20","2020Bas115_2a","2020Bas115",1,5,10,0,1,23
1243,"2020Bas115_2a_aera20","2020Bas115_2a","2020Bas115",2,5,10,0,1,23
1244,"2020Bas115_2a_aera20","2020Bas115_2a","2020Bas115",3,5,10,0,1,23
1245,"2020Bas115_2a_aera20","2020Bas115_2a","2020Bas115",4,5,10,0,1,23
1246,"2020Bas115_2a_aera20","2020Bas115_2a","2020Bas115",5,5,10,1,1,23
1247,"2020Bas115_2a_aera20","2020Bas115_2a","2020Bas115",6,5,10,0,1,23
1248,"2020Bas115_2a_aera20","2020Bas115_2a","2020Bas115",7,5,10,0,1,23
1249,"2020Bas115_2a_aera20","2020Bas115_2a","2020Bas115",8,5,10,0,1,23
1250,"2020Bas115_2a_aera20","2020Bas115_2a","2020Bas115",9,5,10,0,1,23
1251,"2020Bas115_2a_aera20","2020Bas115_2a","2020Bas115",10,5,10,0,1,23
1252,"2020Bas115_2a_ahfo02","2020Bas115_2a","2020Bas115",0,5,10,0,1,25
1253,"2020Bas115_2a_ahfo02","2020Bas115_2a","2020Bas115",1,5,10,0,1,25
1254,"2020Bas115_2a_ahfo02","2020Bas115_2a","2020Bas115",2,5,10,0,1,25
1255,"2020Bas115_2a_ahfo02","2020Bas115_2a","2020Bas115",3,5,10,0,1,25
1256,"2020Bas115_2a_ahfo02","2020Bas115_2a","2020Bas115",4,5,10,0,1,25
1257,"2020Bas115_2a_ahfo02","2020Bas115_2a","2020Bas115",5,5,10,1,1,25
1258,"2020Bas115_2a_ahfo02","2020Bas115_2a","2020Bas115",6,5,10,0,1,25
1259,"2020Bas115_2a_ahfo02","2020Bas115_2a","2020Bas115",7,5,10,0,1,25
1260,"2020Bas115_2a_ahfo02","2020Bas115_2a","2020Bas115",8,5,10,0,1,25
1261,"2020Bas115_2a_ahfo02","2020Bas115_2a","2020Bas115",9,5,10,0,1,25
1262,"2020Bas115_2a_ahfo02","2020Bas115_2a","2020Bas115",10,5,10,0,1,25
1263,"2020Bas115_2a_ahro05","2020Bas115_2a","2020Bas115",0,5,10,0,1,26
1264,"2020Bas115_2a_ahro05","2020Bas115_2a","2020Bas115",1,5,10,0,1,26
1265,"2020Bas115_2a_ahro05","2020Bas115_2a","2020Bas115",2,5,10,0,1,26
1266,"2020Bas115_2a_ahro05","2020Bas115_2a","2020Bas115",3,5,10,0,1,26
1267,"2020Bas115_2a_ahro05","2020Bas115_2a","2020Bas115",4,5,10,0,1,26
1268,"2020Bas115_2a_ahro05","2020Bas115_2a","2020Bas115",5,5,10,1,1,26
1269,"2020Bas115_2a_ahro05","2020Bas115_2a","2020Bas115",6,5,10,0,1,26
1270,"2020Bas115_2a_ahro05","2020Bas115_2a","2020Bas115",7,5,10,0,1,26
1271,"2020Bas115_2a_ahro05","2020Bas115_2a","2020Bas115",8,5,10,0,1,26
1272,"2020Bas115_2a_ahro05","2020Bas115_2a","2020Bas115",9,5,10,0,1,26
1273,"2020Bas115_2a_ahro05","2020Bas115_2a","2020Bas115",10,5,10,0,1,26
1274,"2020Bas115_2a_airr24","2020Bas115_2a","2020Bas115",0,5,10,0,0,25
1275,"2020Bas115_2a_airr24","2020Bas115_2a","2020Bas115",1,5,10,0,0,25
1276,"2020Bas115_2a_airr24","2020Bas115_2a","2020Bas115",2,5,10,0,0,25
1277,"2020Bas115_2a_airr24","2020Bas115_2a","2020Bas115",3,5,10,0,0,25
1278,"2020Bas115_2a_airr24","2020Bas115_2a","2020Bas115",4,5,10,0,0,25
1279,"2020Bas115_2a_airr24","2020Bas115_2a","2020Bas115",5,5,10,1,0,25
1280,"2020Bas115_2a_airr24","2020Bas115_2a","2020Bas115",6,5,10,0,0,25
1281,"2020Bas115_2a_airr24","2020Bas115_2a","2020Bas115",7,5,10,0,0,25
1282,"2020Bas115_2a_airr24","2020Bas115_2a","2020Bas115",8,5,10,0,0,25
1283,"2020Bas115_2a_airr24","2020Bas115_2a","2020Bas115",9,5,10,0,0,25
1284,"2020Bas115_2a_airr24","2020Bas115_2a","2020Bas115",10,5,10,0,0,25
1285,"2020Bas115_2a_aiua23","2020Bas115_2a","2020Bas115",0,5,10,0,0,20
1286,"2020Bas115_2a_aiua23","2020Bas115_2a","2020Bas115",1,5,10,0,0,20
1287,"2020Bas115_2a_aiua23","2020Bas115_2a","2020Bas115",2,5,10,0,0,20
1288,"2020Bas115_2a_aiua23","2020Bas115_2a","2020Bas115",3,5,10,0,0,20
1289,"2020Bas115_2a_aiua23","2020Bas115_2a","2020Bas115",4,5,10,0,0,20
1290,"2020Bas115_2a_aiua23","2020Bas115_2a","2020Bas115",5,5,10,1,0,20
1291,"2020Bas115_2a_aiua23","2020Bas115_2a","2020Bas115",6,5,10,0,0,20
1292,"2020Bas115_2a_aiua23","2020Bas115_2a","2020Bas115",7,5,10,0,0,20
1293,"2020Bas115_2a_aiua23","2020Bas115_2a","2020Bas115",8,5,10,0,0,20
1294,"2020Bas115_2a_aiua23","2020Bas115_2a","2020Bas115",9,5,10,0,0,20
1295,"2020Bas115_2a_aiua23","2020Bas115_2a","2020Bas115",10,5,10,0,0,20
1296,"2020Bas115_2a_ajee04","2020Bas115_2a","2020Bas115",0,0,10,1,1,26
1297,"2020Bas115_2a_ajee04","2020Bas115_2a","2020Bas115",1,0,10,0,1,26
1298,"2020Bas115_2a_ajee04","2020Bas115_2a","2020Bas115",2,0,10,0,1,26
1299,"2020Bas115_2a_ajee04","2020Bas115_2a","2020Bas115",3,0,10,0,1,26
1300,"2020Bas115_2a_ajee04","2020Bas115_2a","2020Bas115",4,0,10,0,1,26
1301,"2020Bas115_2a_ajee04","2020Bas115_2a","2020Bas115",5,0,10,0,1,26
1302,"2020Bas115_2a_ajee04","2020Bas115_2a","2020Bas115",6,0,10,0,1,26
1303,"2020Bas115_2a_ajee04","2020Bas115_2a","2020Bas115",7,0,10,0,1,26
1304,"2020Bas115_2a_ajee04","2020Bas115_2a","2020Bas115",8,0,10,0,1,26
1305,"2020Bas115_2a_ajee04","2020Bas115_2a","2020Bas115",9,0,10,0,1,26
1306,"2020Bas115_2a_ajee04","2020Bas115_2a","2020Bas115",10,0,10,0,1,26
1307,"2020Bas115_2a_ajmu24","2020Bas115_2a","2020Bas115",0,5,10,0,1,25
1308,"2020Bas115_2a_ajmu24","2020Bas115_2a","2020Bas115",1,5,10,0,1,25
1309,"2020Bas115_2a_ajmu24","2020Bas115_2a","2020Bas115",2,5,10,0,1,25
1310,"2020Bas115_2a_ajmu24","2020Bas115_2a","2020Bas115",3,5,10,0,1,25
1311,"2020Bas115_2a_ajmu24","2020Bas115_2a","2020Bas115",4,5,10,0,1,25
1312,"2020Bas115_2a_ajmu24","2020Bas115_2a","2020Bas115",5,5,10,1,1,25
1313,"2020Bas115_2a_ajmu24","2020Bas115_2a","2020Bas115",6,5,10,0,1,25
1314,"2020Bas115_2a_ajmu24","2020Bas115_2a","2020Bas115",7,5,10,0,1,25
1315,"2020Bas115_2a_ajmu24","2020Bas115_2a","2020Bas115",8,5,10,0,1,25
1316,"2020Bas115_2a_ajmu24","2020Bas115_2a","2020Bas115",9,5,10,0,1,25
1317,"2020Bas115_2a_ajmu24","2020Bas115_2a","2020Bas115",10,5,10,0,1,25
1318,"2020Bas115_2a_albu24","2020Bas115_2a","2020Bas115",0,1,10,0,0,28
1319,"2020Bas115_2a_albu24","2020Bas115_2a","2020Bas115",1,1,10,1,0,28
1320,"2020Bas115_2a_albu24","2020Bas115_2a","2020Bas115",2,1,10,0,0,28
1321,"2020Bas115_2a_albu24","2020Bas115_2a","2020Bas115",3,1,10,0,0,28
1322,"2020Bas115_2a_albu24","2020Bas115_2a","2020Bas115",4,1,10,0,0,28
1323,"2020Bas115_2a_albu24","2020Bas115_2a","2020Bas115",5,1,10,0,0,28
1324,"2020Bas115_2a_albu24","2020Bas115_2a","2020Bas115",6,1,10,0,0,28
1325,"2020Bas115_2a_albu24","2020Bas115_2a","2020Bas115",7,1,10,0,0,28
1326,"2020Bas115_2a_albu24","2020Bas115_2a","2020Bas115",8,1,10,0,0,28
1327,"2020Bas115_2a_albu24","2020Bas115_2a","2020Bas115",9,1,10,0,0,28
1328,"2020Bas115_2a_albu24","2020Bas115_2a","2020Bas115",10,1,10,0,0,28
1329,"2020Bas115_2a_amdi04","2020Bas115_2a","2020Bas115",0,5,10,0,0,20
1330,"2020Bas115_2a_amdi04","2020Bas115_2a","2020Bas115",1,5,10,0,0,20
1331,"2020Bas115_2a_amdi04","2020Bas115_2a","2020Bas115",2,5,10,0,0,20
1332,"2020Bas115_2a_amdi04","2020Bas115_2a","2020Bas115",3,5,10,0,0,20
1333,"2020Bas115_2a_amdi04","2020Bas115_2a","2020Bas115",4,5,10,0,0,20
1334,"2020Bas115_2a_amdi04","2020Bas115_2a","2020Bas115",5,5,10,1,0,20
1335,"2020Bas115_2a_amdi04","2020Bas115_2a","2020Bas115",6,5,10,0,0,20
1336,"2020Bas115_2a_amdi04","2020Bas115_2a","2020Bas115",7,5,10,0,0,20
1337,"2020Bas115_2a_amdi04","2020Bas115_2a","2020Bas115",8,5,10,0,0,20
1338,"2020Bas115_2a_amdi04","2020Bas115_2a","2020Bas115",9,5,10,0,0,20
1339,"2020Bas115_2a_amdi04","2020Bas115_2a","2020Bas115",10,5,10,0,0,20
1340,"2020Bas115_2a_amhe10","2020Bas115_2a","2020Bas115",0,4,10,0,1,22
1341,"2020Bas115_2a_amhe10","2020Bas115_2a","2020Bas115",1,4,10,0,1,22
1342,"2020Bas115_2a_amhe10","2020Bas115_2a","2020Bas115",2,4,10,0,1,22
1343,"2020Bas115_2a_amhe10","2020Bas115_2a","2020Bas115",3,4,10,0,1,22
1344,"2020Bas115_2a_amhe10","2020Bas115_2a","2020Bas115",4,4,10,1,1,22
1345,"2020Bas115_2a_amhe10","2020Bas115_2a","2020Bas115",5,4,10,0,1,22
1346,"2020Bas115_2a_amhe10","2020Bas115_2a","2020Bas115",6,4,10,0,1,22
1347,"2020Bas115_2a_amhe10","2020Bas115_2a","2020Bas115",7,4,10,0,1,22
1348,"2020Bas115_2a_amhe10","2020Bas115_2a","2020Bas115",8,4,10,0,1,22
1349,"2020Bas115_2a_amhe10","2020Bas115_2a","2020Bas115",9,4,10,0,1,22
1350,"2020Bas115_2a_amhe10","2020Bas115_2a","2020Bas115",10,4,10,0,1,22
1351,"2020Bas115_2a_amko28","2020Bas115_2a","2020Bas115",0,6,10,0,0,21
1352,"2020Bas115_2a_amko28","2020Bas115_2a","2020Bas115",1,6,10,0,0,21
1353,"2020Bas115_2a_amko28","2020Bas115_2a","2020Bas115",2,6,10,0,0,21
1354,"2020Bas115_2a_amko28","2020Bas115_2a","2020Bas115",3,6,10,0,0,21
1355,"2020Bas115_2a_amko28","2020Bas115_2a","2020Bas115",4,6,10,0,0,21
1356,"2020Bas115_2a_amko28","2020Bas115_2a","2020Bas115",5,6,10,0,0,21
1357,"2020Bas115_2a_amko28","2020Bas115_2a","2020Bas115",6,6,10,1,0,21
1358,"2020Bas115_2a_amko28","2020Bas115_2a","2020Bas115",7,6,10,0,0,21
1359,"2020Bas115_2a_amko28","2020Bas115_2a","2020Bas115",8,6,10,0,0,21
1360,"2020Bas115_2a_amko28","2020Bas115_2a","2020Bas115",9,6,10,0,0,21
1361,"2020Bas115_2a_amko28","2020Bas115_2a","2020Bas115",10,6,10,0,0,21
1362,"2020Bas115_2a_amma24","2020Bas115_2a","2020Bas115",0,0,10,1,1,29
1363,"2020Bas115_2a_amma24","2020Bas115_2a","2020Bas115",1,0,10,0,1,29
1364,"2020Bas115_2a_amma24","2020Bas115_2a","2020Bas115",2,0,10,0,1,29
1365,"2020Bas115_2a_amma24","2020Bas115_2a","2020Bas115",3,0,10,0,1,29
1366,"2020Bas115_2a_amma24","2020Bas115_2a","2020Bas115",4,0,10,0,1,29
1367,"2020Bas115_2a_amma24","2020Bas115_2a","2020Bas115",5,0,10,0,1,29
1368,"2020Bas115_2a_amma24","2020Bas115_2a","2020Bas115",6,0,10,0,1,29
1369,"2020Bas115_2a_amma24","2020Bas115_2a","2020Bas115",7,0,10,0,1,29
1370,"2020Bas115_2a_amma24","2020Bas115_2a","2020Bas115",8,0,10,0,1,29
1371,"2020Bas115_2a_amma24","2020Bas115_2a","2020Bas115",9,0,10,0,1,29
1372,"2020Bas115_2a_amma24","2020Bas115_2a","2020Bas115",10,0,10,0,1,29
1373,"2020Bas115_2a_amsa26","2020Bas115_2a","2020Bas115",0,0,10,1,0,25
1374,"2020Bas115_2a_amsa26","2020Bas115_2a","2020Bas115",1,0,10,0,0,25
1375,"2020Bas115_2a_amsa26","2020Bas115_2a","2020Bas115",2,0,10,0,0,25
1376,"2020Bas115_2a_amsa26","2020Bas115_2a","2020Bas115",3,0,10,0,0,25
1377,"2020Bas115_2a_amsa26","2020Bas115_2a","2020Bas115",4,0,10,0,0,25
1378,"2020Bas115_2a_amsa26","2020Bas115_2a","2020Bas115",5,0,10,0,0,25
1379,"2020Bas115_2a_amsa26","2020Bas115_2a","2020Bas115",6,0,10,0,0,25
1380,"2020Bas115_2a_amsa26","2020Bas115_2a","2020Bas115",7,0,10,0,0,25
1381,"2020Bas115_2a_amsa26","2020Bas115_2a","2020Bas115",8,0,10,0,0,25
1382,"2020Bas115_2a_amsa26","2020Bas115_2a","2020Bas115",9,0,10,0,0,25
1383,"2020Bas115_2a_amsa26","2020Bas115_2a","2020Bas115",10,0,10,0,0,25
1384,"2020Bas115_2a_amwo05","2020Bas115_2a","2020Bas115",0,0,10,1,0,27
1385,"2020Bas115_2a_amwo05","2020Bas115_2a","2020Bas115",1,0,10,0,0,27
1386,"2020Bas115_2a_amwo05","2020Bas115_2a","2020Bas115",2,0,10,0,0,27
1387,"2020Bas115_2a_amwo05","2020Bas115_2a","2020Bas115",3,0,10,0,0,27
1388,"2020Bas115_2a_amwo05","2020Bas115_2a","2020Bas115",4,0,10,0,0,27
1389,"2020Bas115_2a_amwo05","2020Bas115_2a","2020Bas115",5,0,10,0,0,27
1390,"2020Bas115_2a_amwo05","2020Bas115_2a","2020Bas115",6,0,10,0,0,27
1391,"2020Bas115_2a_amwo05","2020Bas115_2a","2020Bas115",7,0,10,0,0,27
1392,"2020Bas115_2a_amwo05","2020Bas115_2a","2020Bas115",8,0,10,0,0,27
1393,"2020Bas115_2a_amwo05","2020Bas115_2a","2020Bas115",9,0,10,0,0,27
1394,"2020Bas115_2a_amwo05","2020Bas115_2a","2020Bas115",10,0,10,0,0,27
1395,"2020Bas115_2a_amwo27","2020Bas115_2a","2020Bas115",0,5,10,0,0,24
1396,"2020Bas115_2a_amwo27","2020Bas115_2a","2020Bas115",1,5,10,0,0,24
1397,"2020Bas115_2a_amwo27","2020Bas115_2a","2020Bas115",2,5,10,0,0,24
1398,"2020Bas115_2a_amwo27","2020Bas115_2a","2020Bas115",3,5,10,0,0,24
1399,"2020Bas115_2a_amwo27","2020Bas115_2a","2020Bas115",4,5,10,0,0,24
1400,"2020Bas115_2a_amwo27","2020Bas115_2a","2020Bas115",5,5,10,1,0,24
1401,"2020Bas115_2a_amwo27","2020Bas115_2a","2020Bas115",6,5,10,0,0,24
1402,"2020Bas115_2a_amwo27","2020Bas115_2a","2020Bas115",7,5,10,0,0,24
1403,"2020Bas115_2a_amwo27","2020Bas115_2a","2020Bas115",8,5,10,0,0,24
1404,"2020Bas115_2a_amwo27","2020Bas115_2a","2020Bas115",9,5,10,0,0,24
1405,"2020Bas115_2a_amwo27","2020Bas115_2a","2020Bas115",10,5,10,0,0,24
1406,"2020Bas115_2a_anga10","2020Bas115_2a","2020Bas115",0,1,10,0,0,22
1407,"2020Bas115_2a_anga10","2020Bas115_2a","2020Bas115",1,1,10,1,0,22
1408,"2020Bas115_2a_anga10","2020Bas115_2a","2020Bas115",2,1,10,0,0,22
1409,"2020Bas115_2a_anga10","2020Bas115_2a","2020Bas115",3,1,10,0,0,22
1410,"2020Bas115_2a_anga10","2020Bas115_2a","2020Bas115",4,1,10,0,0,22
1411,"2020Bas115_2a_anga10","2020Bas115_2a","2020Bas115",5,1,10,0,0,22
1412,"2020Bas115_2a_anga10","2020Bas115_2a","2020Bas115",6,1,10,0,0,22
1413,"2020Bas115_2a_anga10","2020Bas115_2a","2020Bas115",7,1,10,0,0,22
1414,"2020Bas115_2a_anga10","2020Bas115_2a","2020Bas115",8,1,10,0,0,22
1415,"2020Bas115_2a_anga10","2020Bas115_2a","2020Bas115",9,1,10,0,0,22
1416,"2020Bas115_2a_anga10","2020Bas115_2a","2020Bas115",10,1,10,0,0,22
1417,"2020Bas115_2a_apbo30","2020Bas115_2a","2020Bas115",0,3,10,0,1,20
1418,"2020Bas115_2a_apbo30","2020Bas115_2a","2020Bas115",1,3,10,0,1,20
1419,"2020Bas115_2a_apbo30","2020Bas115_2a","2020Bas115",2,3,10,0,1,20
1420,"2020Bas115_2a_apbo30","2020Bas115_2a","2020Bas115",3,3,10,1,1,20
1421,"2020Bas115_2a_apbo30","2020Bas115_2a","2020Bas115",4,3,10,0,1,20
1422,"2020Bas115_2a_apbo30","2020Bas115_2a","2020Bas115",5,3,10,0,1,20
1423,"2020Bas115_2a_apbo30","2020Bas115_2a","2020Bas115",6,3,10,0,1,20
